unweighted.quartile.0%,unweighted.quartile.25%,unweighted.quartile.50%,unweighted.quartile.75%,unweighted.quartile.100%,weighted.quartile.0%,weighted.quartile.25%,weighted.quartile.50%,weighted.quartile.75%,weighted.quartile.100%,unweighted.mean,weighted.mean,bases,data,log+1.unweighted.quartile.0%,log+1.unweighted.quartile.25%,log+1.unweighted.quartile.50%,log+1.unweighted.quartile.75%,log+1.unweighted.quartile.100%,log+1.weighted.quartile.0%,log+1.weighted.quartile.25%,log+1.weighted.quartile.50%,log+1.weighted.quartile.75%,log+1.weighted.quartile.100%,log+1.unweighted.mean,log+1.weighted.mean,log+1.bases,log+1.data,log.unweighted.quartile.25%,log.unweighted.quartile.50%,log.unweighted.quartile.75%,log.unweighted.quartile.100%,log.weighted.quartile.100%,log.unweighted.mean,log.weighted.mean,log.bases,log.data,log.log.unweighted.quartile.75%,log.log.unweighted.quartile.100%,log.log.weighted.quartile.100%,log.log.unweighted.mean,log.log.bases,log.log.data
0,3,6,9,26,0,1,3,6,26,6.35733268905533,3.8763477213915,350499,24834,0,1.38629436111989,1.94591014905531,2.30258509299405,3.29583686600433,0,0.693147180559945,1.38629436111989,1.94591014905531,3.29583686600433,1.99569746067737,1.58439652191304,12.7671159854568,10.1200092275415,1.09861228866811,1.79175946922806,2.19722457733622,3.25809653802148,3.25809653802148,1.84960890087076,1.35489340140601,12.7671131323857,10.1199689609768,0.787195008176644,1.18114314080946,1.18114314080946,0.614974211806335,2.54687257811216,2.31451059675746
0,4,9,16,70,0,0,2,5,70,11.4268536098535,4.10293372358538,351226,20541,0,1.6094379124341,2.30258509299405,2.83321334405622,4.26267987704132,0,0,1.09861228866811,1.79175946922806,4.26267987704132,2.51985974474751,1.62981561426192,12.7691880170591,9.93022684972575,1.38629436111989,2.19722457733622,2.77258872223978,4.24849524204936,4.24849524204936,2.4359661651832,1.4117022601698,12.7691851698935,9.93017816778917,1.01978144053823,1.44656485954777,1.44656485954777,0.890343460253324,2.5470348598562,2.29557842027167
0,5,9,14,35,0,1,3,8,35,9.60161213845424,5.138241025246,350511,31635,0,1.79175946922806,2.30258509299405,2.70805020110221,3.58351893845611,0,0.693147180559945,1.38629436111989,2.19722457733622,3.58351893845611,2.36100607808715,1.81453822314343,12.7671502216753,10.3620509916393,1.6094379124341,2.19722457733622,2.63905732961526,3.55534806148941,3.55534806148941,2.26193101546393,1.63671080791169,12.7671473687018,10.362019381581,0.970421781277365,1.26845296605453,1.26845296605453,0.816218880086497,2.54687525971057,2.33814713883873
0,4,9,14,35,0,1,3,7,35,9.50942438741482,4.55886934343636,350522,27588,0,1.6094379124341,2.30258509299405,2.70805020110221,3.58351893845611,0,0.693147180559945,1.38629436111989,2.07944154167984,3.58351893845611,2.35227241530291,1.7153947320859,12.7671816038459,10.2251724215382,1.38629436111989,2.19722457733622,2.63905732961526,3.55534806148941,3.55534806148941,2.25228334763974,1.51707464178057,12.767178750962,10.2251361745512,0.970421781277365,1.26845296605453,1.26845296605453,0.811944522806651,2.54687771775548,2.3248490196447
0,4,8,13,38,0,1,2,6,38,9.25862529068659,4.3794099778378,350597,26231,0,1.6094379124341,2.19722457733622,2.63905732961526,3.66356164612965,0,0.693147180559945,1.09861228866811,1.94591014905531,3.66356164612965,2.32811884350301,1.68257869861267,12.7673955469464,10.1747353185245,1.38629436111989,2.07944154167984,2.56494935746154,3.63758615972639,3.63758615972639,2.22555558090799,1.47691400705817,12.7673926946728,10.1746971964194,0.941938734748111,1.29132031873981,1.29132031873981,0.800006583733014,2.54689447493593,2.31990397132017
0,4,10,15,40,0,1,2,6,40,10.2410986001217,4.50911548948696,350612,26288,0,1.6094379124341,2.39789527279837,2.77258872223978,3.71357206670431,0,0.693147180559945,1.09861228866811,1.94591014905531,3.71357206670431,2.41957657991363,1.70640408205501,12.7674383300745,10.176905879724,1.38629436111989,2.30258509299405,2.70805020110221,3.68887945411394,3.68887945411394,2.32640889902486,1.50610101221516,12.7674354779229,10.176867840277,0.996228892951395,1.30532274096324,1.30532274096324,0.844325833583953,2.54689782590817,2.32011728600747
0,4,9,14,45,0,0,1,5,45,9.80075739066699,3.47117547566302,351194,16372,0,1.6094379124341,2.30258509299405,2.70805020110221,3.8286413964891,0,0,0.693147180559945,1.79175946922806,3.8286413964891,2.37961626043673,1.49765134400193,12.7690969037397,9.70338891563949,1.38629436111989,2.19722457733622,2.63905732961526,3.80666248977032,3.80666248977032,2.28245966745215,1.24449329038803,12.7690940563147,9.70332783761229,0.970421781277365,1.33675281830092,1.33675281830092,0.825253662992267,2.54702772440451,2.27246890271471
0,10,20,30,84,0,0,2,10,84,20.9607145189733,7.06944329567591,350617,30622,0,2.39789527279837,3.04452243772342,3.43398720448515,4.44265125649032,0,0,1.09861228866811,2.39789527279837,4.44265125649032,3.08925515340587,2.08808449547555,12.7674525907104,10.329506639592,2.30258509299405,2.99573227355399,3.40119738166216,4.43081679884331,4.43081679884331,3.04264994851747,1.95578173503674,12.7674497385995,10.329473983865,1.22412754070154,1.48858394603273,1.48858394603273,1.11272882930519,2.54689894286456,2.33500136062157
0,4,9,18,73,0,0,0,2,73,12.7777777777778,2.76410502249428,352534,10503,0,1.6094379124341,2.30258509299405,2.94443897916644,4.30406509320417,0,0,0,1.09861228866811,4.30406509320417,2.62305698826882,1.32551012316552,12.7729051870856,9.25951141598263,1.38629436111989,2.19722457733622,2.89037175789616,4.29045944114839,4.29045944114839,2.54770755102703,1.01671690174446,12.7729023504838,9.25941620962278,1.06138512980168,1.45639382304436,1.45639382304436,0.9351939552306,2.5473259230368,2.22564100235352
0,6,11,17,40,0,0,1,6,40,11.8537162162162,4.21310652474016,350604,23680,0,1.94591014905531,2.484906649788,2.89037175789616,3.71357206670431,0,0,0.693147180559945,1.94591014905531,3.71357206670431,2.5536329692366,1.65117594001804,12.767415512634,10.072428317836,1.79175946922806,2.39789527279837,2.83321334405622,3.68887945411394,3.68887945411394,2.47264142316144,1.43820026744821,12.7674126604173,10.0723860889979,1.04141152477478,1.30532274096324,1.30532274096324,0.905286981326458,2.54689603874221,2.30979762891025
0,2,3,6,25,0,0,1,3,25,4.22290021536253,2.17564580443828,92288,2786,0,1.09861228866811,1.38629436111989,1.94591014905531,3.25809653802148,0,0,0.693147180559945,1.38629436111989,3.25809653802148,1.65305284442053,1.15551101463376,11.4326802367908,7.93272102748195,0.693147180559945,1.09861228866811,1.79175946922806,3.2188758248682,3.2188758248682,1.44052214682171,0.777325542048977,11.4326694012046,7.93236215433975,0.583198080782659,1.16903217588706,1.16903217588706,0.365005649823228,2.43647499395218,2.07095086699548
0,2,3,5,15,0,1,2,3,15,3.23598064332479,2.12016962571717,92203,3513,0,1.09861228866811,1.38629436111989,1.79175946922806,2.77258872223978,0,0.693147180559945,1.09861228866811,1.38629436111989,2.77258872223978,1.44361485816422,1.13788736756059,11.4317587925516,8.16451026874704,0.693147180559945,1.09861228866811,1.6094379124341,2.70805020110221,2.70805020110221,1.17433201751111,0.751496097613861,11.4317479469763,8.16422565226583,0.475884995327111,0.996228892951395,0.996228892951395,0.160699490205926,2.43639439235934,2.09976188448059
0,2,3,4,12,0,1,2,3,12,3.13326628111642,2.23866620369366,92158,3977,0,1.09861228866811,1.38629436111989,1.6094379124341,2.56494935746154,0,0.693147180559945,1.09861228866811,1.38629436111989,2.56494935746154,1.41906796150075,1.17516157952007,11.4312706251764,8.28853445941392,0.693147180559945,1.09861228866811,1.38629436111989,2.484906649788,2.484906649788,1.14207600073518,0.805880243739684,11.4312597743054,8.28828304520769,0.326634259978281,0.910235093365326,0.910235093365326,0.132847659575625,2.43635168820799,2.11484283614148
0,1,2,4,12,0,0,1,3,12,2.69061876247505,1.69427601392761,92191,3006,0,0.693147180559945,1.09861228866811,1.6094379124341,2.56494935746154,0,0,0.693147180559945,1.38629436111989,2.56494935746154,1.30579413030226,0.991129527798514,11.4316286378843,8.00869818298853,0,0.693147180559945,1.38629436111989,2.484906649788,2.484906649788,0.989771190387388,0.527255519160039,11.4316177908973,8.00836557031292,0.326634259978281,0.910235093365326,0.910235093365326,-0.0102814833868549,2.43638300680215,2.08048669160944
0,2,4,5,13,0,1,2,4,13,3.88222177174133,2.81659076122316,92220,4933,0,1.09861228866811,1.6094379124341,1.79175946922806,2.63905732961526,0,0.693147180559945,1.09861228866811,1.6094379124341,2.63905732961526,1.5856003973506,1.33935755324524,11.4319431493367,8.5039052970893,0.693147180559945,1.38629436111989,1.6094379124341,2.56494935746154,2.56494935746154,1.35640761133282,1.03552720365968,11.4319323057607,8.50370260123374,0.475884995327111,0.941938734748111,0.941938734748111,0.304839742675618,2.43641051914054,2.14050166879522
0,2,3,5,14,0,1,2,3,14,3.60169029443839,2.32007680541543,92181,3668,0,1.09861228866811,1.38629436111989,1.79175946922806,2.70805020110221,0,0.693147180559945,1.09861228866811,1.38629436111989,2.70805020110221,1.52642369131257,1.19998791682208,11.4315201627195,8.20767442435528,0.693147180559945,1.09861228866811,1.6094379124341,2.63905732961526,2.63905732961526,1.281403261502,0.841600290912749,11.4315093145559,8.20740183337636,0.475884995327111,0.970421781277365,0.970421781277365,0.247955775484098,2.43637351760665,2.10503640972219
0,2,3,5,15,0,1,2,4,15,3.96061075459172,2.83579968320785,92174,4519,0,1.09861228866811,1.38629436111989,1.79175946922806,2.77258872223978,0,0.693147180559945,1.09861228866811,1.6094379124341,2.77258872223978,1.60152886916262,1.34437793543031,11.4314442231023,8.41626727282628,0.693147180559945,1.09861228866811,1.6094379124341,2.70805020110221,2.70805020110221,1.37639824433152,1.04232397260957,11.4314333741148,8.41604600941128,0.475884995327111,0.996228892951395,0.996228892951395,0.319470119389317,2.4363668745037,2.13014012287814
0,1,2,3,8,0,0,1,2,8,2.48424657534247,1.63663083914491,92201,2920,0,0.693147180559945,1.09861228866811,1.38629436111989,2.19722457733622,0,0,0.693147180559945,1.09861228866811,2.19722457733622,1.24825183012038,0.969501904831362,11.4317371012834,7.97968130238774,0,0.693147180559945,1.09861228866811,2.07944154167984,2.07944154167984,0.90996942458052,0.492639762355894,11.4317262554729,7.97933889526233,0.0940478276166991,0.732099368086445,0.732099368086445,-0.0943442793977781,2.43639249487838,2.07685556282464
0,1,2,3,10,0,0,1,2,10,2.26843018213356,1.31747821185449,92252,2306,0,0.693147180559945,1.09861228866811,1.38629436111989,2.39789527279837,0,0,0.693147180559945,1.09861228866811,2.39789527279837,1.18430980301447,0.840479616840641,11.4322900816992,7.74370325817375,0,0.693147180559945,1.09861228866811,2.30258509299405,2.30258509299405,0.819088042541607,0.275719463804783,11.4322792418846,7.743269700829,0.0940478276166991,0.834032445247956,0.834032445247956,-0.199563700855982,2.43644086666625,2.04682404036572
0,2,3,5,15,0,1,2,4,15,3.84359364803133,2.74926807052547,92222,4597,0,1.09861228866811,1.38629436111989,1.79175946922806,2.77258872223978,0,0.693147180559945,1.09861228866811,1.6094379124341,2.77258872223978,1.57765693448242,1.32156063973878,11.4319648361359,8.43337670532313,0.693147180559945,1.09861228866811,1.6094379124341,2.70805020110221,2.70805020110221,1.34640777481042,1.01133472008008,11.4319539927951,8.43315919580623,0.475884995327111,0.996228892951395,0.996228892951395,0.297440138395332,2.43641241619637,2.13217145813355
0,2,4,5,16,0,1,3,4,16,3.99242571373082,2.96255890796815,92305,5149,0,1.09861228866811,1.6094379124341,1.79175946922806,2.83321334405622,0,0.693147180559945,1.38629436111989,1.6094379124341,2.83321334405622,1.60792190662394,1.3768900054571,11.4328644237953,8.54675199365778,0.693147180559945,1.38629436111989,1.6094379124341,2.77258872223978,2.77258872223978,1.38439899447953,1.08605339080977,11.4328535902047,8.54655780004614,0.475884995327111,1.01978144053823,1.01978144053823,0.325266106456578,2.43649110458303,2.14552860539911
0,2,4,7,26,0,0,2,4,26,5.29469655549481,2.78918531859262,92171,3658,0,1.09861228866811,1.6094379124341,2.07944154167984,3.29583686600433,0,0,1.09861228866811,1.6094379124341,3.29583686600433,1.8397074622828,1.33215104047163,11.4314116757867,8.20494516501921,0.693147180559945,1.38629436111989,1.94591014905531,3.25809653802148,3.25809653802148,1.66670566966708,1.02574955268839,11.4314008264461,8.20467182895081,0.665729810578276,1.18114314080946,1.18114314080946,0.510849025292423,2.43636402729163,2.10470372727061
0,2,3,5,14,0,1,2,3,14,3.75726536445927,2.3689028320942,93076,4198,0,1.09861228866811,1.38629436111989,1.79175946922806,2.70805020110221,0,0.693147180559945,1.09861228866811,1.38629436111989,2.70805020110221,1.55967299988824,1.21458712224363,11.4411823865573,8.34260168068419,0.693147180559945,1.09861228866811,1.6094379124341,2.63905732961526,2.63905732961526,1.3236913961069,0.862426907912574,11.4411716427068,8.34236350038058,0.475884995327111,0.970421781277365,0.970421781277365,0.280424345834992,2.43721839702799,2.12134656955336
0,1,3,4,16,0,0,1,3,16,3.07697201017812,1.80762671617304,92648,3144,0,0.693147180559945,1.38629436111989,1.6094379124341,2.83321334405622,0,0,0.693147180559945,1.38629436111989,2.83321334405622,1.40535455851508,1.032339541491,11.4365734383471,8.05356916913454,0,1.09861228866811,1.38629436111989,2.77258872223978,2.77258872223978,1.12394599983383,0.59201477836004,11.4365626448642,8.0532511535491,0.326634259978281,1.01978144053823,1.01978144053823,0.116845707464941,2.43681547269579,2.08607587990303
0,2,4,6,16,0,1,2,4,16,4.10963607232776,2.6453313661463,92179,4369,0,1.09861228866811,1.6094379124341,1.94591014905531,2.83321334405622,0,0.693147180559945,1.09861228866811,1.6094379124341,2.83321334405622,1.63112818295689,1.29344727110808,11.4314984662745,8.38251828808964,0.693147180559945,1.38629436111989,1.79175946922806,2.77258872223978,2.77258872223978,1.41333447770875,0.972796337669894,11.4314876178755,8.38228942895144,0.583198080782659,1.01978144053823,1.01978144053823,0.345951790275014,2.43637161963322,2.12612107872676
0,3,6,12,32,0,1,2,5,32,7.91807268007787,3.9190135501355,92250,6164,0,1.38629436111989,1.94591014905531,2.56494935746154,3.49650756146648,0,0.693147180559945,1.09861228866811,1.79175946922806,3.49650756146648,2.18807985599018,1.59310801246188,11.4322684019524,8.72664341559844,1.09861228866811,1.79175946922806,2.484906649788,3.46573590279973,3.46573590279973,2.06914782773727,1.36583997676076,11.4322575619028,8.72648119644001,0.910235093365326,1.24292499185244,1.24292499185244,0.727136845093257,2.43643897028129,2.16636221831506
0,3,8,13,49,0,0,1,4,49,9.5492992992993,3.46543588853576,92191,3996,0,1.38629436111989,2.19722457733622,2.63905732961526,3.91202300542815,0,0,0.693147180559945,1.6094379124341,3.91202300542815,2.35605944058833,1.49636683297587,11.4316286378843,8.29329935871132,1.09861228866811,2.07944154167984,2.56494935746154,3.89182029811063,3.89182029811063,2.25646777999968,1.24283842228723,11.4316177908973,8.29304913976844,0.941938734748111,1.35887699113822,1.35887699113822,0.813800661432556,2.43638300680215,2.11541771090291
0,4,8,15,40,0,0,1,4,40,10.1205639280506,3.31904191358225,92643,4114,0,1.6094379124341,2.19722457733622,2.77258872223978,3.71357206670431,0,0,0.693147180559945,1.6094379124341,3.71357206670431,2.40879600049077,1.46303359839599,11.4365194697676,8.32239411311117,1.38629436111989,2.07944154167984,2.70805020110221,3.68887945411394,3.68887945411394,2.31456938642246,1.19967616103479,11.4365086757022,8.3221510702129,0.996228892951395,1.30532274096324,1.30532274096324,0.839223660051474,2.43681075368265,2.11892076350977
0,4,8,16,59,0,0,0,2,59,10.9132385938669,2.73687321975601,93035,2674,0,1.6094379124341,2.19722457733622,2.83321334405622,4.0943445622221,0,0,0,1.09861228866811,4.0943445622221,2.47765026864209,1.31824922425379,11.440741794007,7.89170465933011,1.38629436111989,2.07944154167984,2.77258872223978,4.07753744390572,4.07753744390572,2.38997660216208,1.00681610810737,11.4407310454217,7.89133075766189,1.01978144053823,1.40549323852561,1.40549323852561,0.871283576005155,2.4371798864818,2.06576478447111
0,3,9,14,34,0,0,1,4,34,9.29698018849779,3.4002031488065,92543,5199,0,1.38629436111989,2.30258509299405,2.70805020110221,3.55534806148941,0,0,0.693147180559945,1.6094379124341,3.55534806148941,2.33185066666556,1.4816507100417,11.4354394860784,8.55641390456952,1.09861228866811,2.19722457733622,2.63905732961526,3.52636052461616,3.52636052461616,2.22968963651499,1.22383517948615,11.4354286803492,8.55622157838372,0.970421781277365,1.26026632622924,1.26026632622924,0.801862399335409,2.43671631521538,2.14665868831163
0,2,3,5,14,0,1,2,3,14,3.55987214162774,2.39580848710888,92234,4067,0,1.09861228866811,1.38629436111989,1.79175946922806,2.70805020110221,0,0.693147180559945,1.09861228866811,1.38629436111989,2.70805020110221,1.51729458401647,1.22254187319251,11.4320949470557,8.31090675716845,0.693147180559945,1.09861228866811,1.6094379124341,2.63905732961526,2.63905732961526,1.26972462894586,0.87372074680355,11.4320841051256,8.31066090590723,0.475884995327111,0.970421781277365,0.970421781277365,0.238800049358314,2.4364237975919,2.11753913710168
0,8,14,22,76,0,2,8,15,76,15.9887498080172,9.76198864794335,426883,52088,0,2.19722457733622,2.70805020110221,3.13549421592915,4.34380542185368,0,1.09861228866811,2.19722457733622,2.77258872223978,4.34380542185368,2.83255134898684,2.37602035623888,12.9642675925403,10.8607090730122,2.07944154167984,2.63905732961526,3.09104245335832,4.33073334028633,4.33073334028633,2.7718853379241,2.27849613458202,12.9642652499808,10.8606898749167,1.12850839756175,1.4657368903269,1.4657368903269,1.01952771608688,2.56219674557452,2.385149836882
0,6,10,15,40,0,3,6,11,40,10.9062797428277,7.43727114915628,426861,51483,0,1.94591014905531,2.39789527279837,2.77258872223978,3.71357206670431,0,1.38629436111989,1.94591014905531,2.484906649788,3.71357206670431,2.47706597040912,2.13265893276785,12.9642160549635,10.8490263587693,1.79175946922806,2.30258509299405,2.70805020110221,3.68887945411394,3.68887945411394,2.38933874653505,2.00650400053701,12.9642137122833,10.8490069350704,0.996228892951395,1.30532274096324,1.30532274096324,0.871016652571868,2.56219277020076,2.38407354907602
0,5,9,12,34,0,3,6,9,34,9.11374505703816,6.42628588832012,426845,48301,0,1.79175946922806,2.30258509299405,2.56494935746154,3.55534806148941,0,1.38629436111989,1.94591014905531,2.30258509299405,3.55534806148941,2.31389539540299,2.00502585330635,12.9641785714211,10.7852282466509,1.6094379124341,2.19722457733622,2.484906649788,3.52636052461616,3.52636052461616,2.20978371977524,1.86039674901623,12.9641762286531,10.7852075433601,0.910235093365326,1.26026632622924,1.26026632622924,0.792894646385538,2.56218987888122,2.37817552336112
0,5,8,12,38,0,2,5,8,38,8.83566667435478,5.81375174239496,426855,43357,0,1.79175946922806,2.19722457733622,2.56494935746154,3.66356164612965,0,1.09861228866811,1.79175946922806,2.19722457733622,3.66356164612965,2.28601523544654,1.9189428851138,12.9642019987998,10.6772465095885,1.6094379124341,2.07944154167984,2.484906649788,3.63758615972639,3.63758615972639,2.17879656125587,1.76022610125855,12.9641996560866,10.677223445528,0.910235093365326,1.29132031873981,1.29132031873981,0.778772688251797,2.56219168596961,2.36811282272168
0,9,14,19,56,0,4,9,15,56,14.6458156389785,10.2193332146605,426944,70644,0,2.30258509299405,2.70805020110221,2.99573227355399,4.04305126783455,0,1.6094379124341,2.30258509299405,2.77258872223978,4.04305126783455,2.75020350992481,2.41763847004524,12.964410478294,11.1654226141999,2.19722457733622,2.63905732961526,2.94443897916644,4.02535169073515,4.02535169073515,2.68415467275264,2.32428133946322,12.9644081360692,11.1654084588163,1.07991829952208,1.39261228363358,1.39261228363358,0.987365845151199,2.56220776704764,2.41282046848468
0,5,10,15,50,0,2,5,10,50,11.2527126736111,6.89024775887957,426907,46080,0,1.79175946922806,2.39789527279837,2.77258872223978,3.93182563272433,0,1.09861228866811,1.79175946922806,2.39789527279837,3.93182563272433,2.50574735521968,2.06562753599715,12.9643238123222,10.7381559965232,1.6094379124341,2.30258509299405,2.70805020110221,3.91202300542815,3.91202300542815,2.42060922612731,1.93010704357783,12.9643214698944,10.7381342953698,0.996228892951395,1.36405463288845,1.36405463288845,0.884019254819402,2.56220108209422,2.37380135847551
0,11,17,23,64,0,4,11,18,64,17.7916987852529,12.0641243328189,426983,75242,0,2.484906649788,2.89037175789616,3.17805383034795,4.17438726989564,0,1.6094379124341,2.484906649788,2.94443897916644,4.17438726989564,2.93341521834633,2.56986987283191,12.9645018207827,11.2284781550284,2.39789527279837,2.83321334405622,3.13549421592915,4.15888308335967,4.15888308335967,2.87873198813917,2.49023611731485,12.9644994787718,11.2284648646672,1.14278680629477,1.42524654864639,1.42524654864639,1.0573499152992,2.5622148126744,2.41845205991077
0,4,7,10,27,0,2,4,7,27,7.13673229744122,4.7280133230584,426929,36619,0,1.6094379124341,2.07944154167984,2.39789527279837,3.3322045101752,0,1.09861228866811,1.6094379124341,2.07944154167984,3.3322045101752,2.096388661756,1.74536875560857,12.9643753443458,10.5083498182285,1.38629436111989,1.94591014905531,2.30258509299405,3.29583686600433,3.29583686600433,1.96525501016974,1.55350509800558,12.9643730020387,10.5083225103734,0.834032445247956,1.19266011628481,1.19266011628481,0.675622013068834,2.56220505700661,2.35216756324167
0,5,8,11,38,0,2,4,8,38,8.50391318480734,5.33810862081079,426990,39993,0,1.79175946922806,2.19722457733622,2.484906649788,3.66356164612965,0,1.09861228866811,1.6094379124341,2.19722457733622,3.66356164612965,2.25170362798338,1.84658039914819,12.9645182147053,10.5964847218449,1.6094379124341,2.07944154167984,2.39789527279837,3.63758615972639,3.63758615972639,2.14052643223958,1.6748713993723,12.9645158727328,10.5964597177818,0.874591382923689,1.29132031873981,1.29132031873981,0.761051795155247,2.5622160772007,2.3605199564428
