quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
0,0,1,3,70,2.54198503652615,4.21867948061259,25336229,1011232,0,0,0.693147180559945,1.38629436111989,4.26267987704132,1.26468731476848,1.65224439682874,17.0477459451512,13.8266809363359,1.09861228866811,4.24849524204936,0.932945286253538,1.43952215979235,17.047745905682,13.8266799474436,0.0940478276166991,1.44656485954777,-0.0694087226694223,0.364311225041463,2.83601799004435,2.62660005521182
0,0,0,2,43,1.88057070686895,3.22373431621563,1627105,49362,0,0,0,1.09861228866811,3.78418963391826,1.05798843662361,1.44071964580256,14.3023135346629,10.8069564346902,0.693147180559945,3.76120011569356,0.631575298258055,1.17054041312694,14.3023129200746,10.806936176397,-0.366512920581664,1.32473808618053,-0.459538107153211,0.157465533732082,2.66042126684948,2.38018816653853
0,1,2,7,93,5.01418764895592,6.92083022295498,88289540,7160782,0,0.693147180559945,1.09861228866811,2.07944154167984,4.54329478227,1.79412128610084,2.06949602646314,18.2961322100875,15.7841298904996,1.94591014905531,4.53259949315326,1.61227142403699,1.93453573684868,18.2961321987611,15.7841297508501,0.665729810578276,1.51129561446017,0.477644007104747,0.659867368416945,2.90668968224975,2.75900498909011
0,2,4,9,74,6.7463690457563,7.5185221926418,53620202,5804432,0,1.09861228866811,1.6094379124341,2.30258509299405,4.31748811353631,2.04722422335505,2.1422428742289,17.7974364766657,15.5741324939251,2.19722457733622,4.30406509320417,1.90900444100681,2.01736960171383,17.797436458016,15.5741323216429,0.787195008176644,1.45955994663085,0.646581871093348,0.701794485474035,2.87905442771369,2.74561135343583
0,0,1,6,70,4.21319328929344,6.5271146583779,8576921,591031,0,0,0.693147180559945,1.94591014905531,4.26267987704132,1.65119258342075,2.01851178888149,15.9645856658424,13.2896254404385,1.79175946922805,4.24849524204936,1.43822086119759,1.87596498627953,15.9645855492504,13.2896237484813,0.583198080782659,1.44656485954777,0.363406836655172,0.629123186379755,2.77037286587052,2.58698356145015
0,0,2,7,110,5.64029698342243,8.0680606009554,25336229,2258719,0,0,1.09861228866811,2.07944154167984,4.70953020131233,1.89315668890719,2.20475841556907,17.0477459451512,14.630308839118,1.94591014905531,4.70048036579242,1.72993672075884,2.08791313133736,17.047745905682,14.6303083963893,0.665729810578276,1.54766470898114,0.548084830244664,0.736165065389297,2.83601799004435,2.68309529453572
0,0,2,6,65,4.26681314358938,5.80201455056476,1627105,116430,0,0,1.09861228866811,1.94591014905531,4.18965474202643,1.661425463052,1.91721882574249,14.3023135346629,11.6650541018458,1.79175946922805,4.17438726989564,1.45086721219694,1.75820519354935,14.3023129200746,11.6650455130311,0.583198080782659,1.42896758583062,0.372161455032689,0.564293512331927,2.66042126684948,2.45659680714011
0,0,2,6,85,4.14336187503072,5.25617412058524,88289540,6333405,0,0,1.09861228866811,1.94591014905531,4.45434729625351,1.63770692695223,1.83356883543006,18.2961322100875,15.661348722081,1.79175946922805,4.44265125649032,1.42150750541422,1.65940340859882,18.2961321987611,15.6613485641881,0.583198080782659,1.49125132807321,0.351717932020568,0.506458145361172,2.90668968224975,2.75119580206492
0,1,4,8,51,5.45289059149759,5.55147171899581,53620202,5039379,0,0.693147180559945,1.6094379124341,2.19722457733622,3.95124371858143,1.86452818413735,1.87968971433119,17.7974364766657,15.4327936166075,2.07944154167984,3.93182563272433,1.69614585183242,1.71406306719962,17.797436458016,15.4327934181703,0.732099368086445,1.36910385560587,0.528358531214838,0.538866614830987,2.87905442771369,2.73649468810827
0,0,2,8,70,4.66189673427096,5.97575394476351,8576921,684399,0,0,1.09861228866811,2.19722457733622,4.26267987704132,1.73375894813959,1.94244041430508,15.9645856658424,13.4362978210002,2.07944154167984,4.24849524204936,1.53942238984721,1.78771027308116,15.9645855492504,13.4362963598653,0.732099368086445,1.44656485954777,0.431407274540833,0.580935623957697,2.77037286587052,2.59795972865663
0,0,2,7,82,4.86991943434045,6.22639837591569,25336229,2094729,0,0,1.09861228866811,2.07944154167984,4.4188406077966,1.76984090876122,1.97774076211026,17.0477459451512,14.5549352247512,1.94591014905531,4.40671924726425,1.58307739370108,1.82879805582459,17.047745905682,14.5549347473626,0.665729810578276,1.48313047774119,0.459370670228773,0.603658950969804,2.83601799004435,2.6779300940108
0,1,3,6,46,4.39522341827971,4.88411438498509,1627105,126093,0,0.693147180559945,1.38629436111989,1.94591014905531,3.85014760171006,1.68551400995268,1.7722562425545,14.3023135346629,11.7447829395363,1.79175946922805,3.8286413964891,1.4805183644935,1.58598797632332,14.3023129200746,11.7447750089134,0.583198080782659,1.34251001349688,0.392392272733506,0.461207542051085,2.66042126684948,2.46340846159818
0,0,1,3,51,2.14438824803029,2.81783744211506,88289540,3538177,0,0,0.693147180559945,1.38629436111989,3.95124371858143,1.14561935550213,1.33968414768553,18.2961322100875,15.0791224633464,1.09861228866811,3.93182563272433,0.762854312649517,1.03596972626082,18.2961321987611,15.0791221807151,0.0940478276166991,1.36910385560587,-0.270688206100088,0.0353379216543655,2.90668968224975,2.71331115005758
0,0,2,4,45,2.74919208622153,3.04889612800041,53620202,2743583,0,0,1.09861228866811,1.6094379124341,3.8286413964891,1.32154037309674,1.3984442829794,17.7974364766657,14.8247756528364,1.38629436111989,3.80666248977032,1.01130708168614,1.11477959986281,17.797436458016,14.8247752883496,0.326634259978281,1.33675281830092,0.0112436344587151,0.108656717088653,2.87905442771369,2.69629978715337
0,0,1,3,31,2.18458127339636,2.94787561881313,8576921,353044,0,0,0.693147180559945,1.38629436111989,3.46573590279973,1.15832081206002,1.37317761621505,15.9645856658424,12.7743508065442,1.09861228866811,3.43398720448515,0.781424173293322,1.08108478171825,15.9645855492504,12.7743479740401,0.0940478276166991,1.23372203634287,-0.246637160963908,0.0779649645532309,2.77037286587052,2.54743909557314
0,0,1,3,42,2.38852987948601,3.23967532943049,25336229,1123641,0,0,0.693147180559945,1.38629436111989,3.76120011569356,1.22039616346456,1.44448669306446,17.0477459451512,13.9320857533641,1.09861228866811,3.73766961828337,0.87067806349792,1.17547311781729,17.047745905682,13.9320848634005,0.0940478276166991,1.31846232050533,-0.138482987564037,0.161670720014491,2.83601799004435,2.63419444374278
0,0,1,3,31,2.21596639430154,2.76033243454909,1627105,67880,0,0,0.693147180559945,1.38629436111989,3.46573590279973,1.16812790172902,1.32450736693747,14.3023135346629,11.1255114511194,1.09861228866811,3.43398720448515,0.795688603743664,1.01535111977626,14.3023129200746,11.1254967193482,0.0940478276166991,1.23372203634287,-0.22854737100401,0.0152344834875298,2.66042126684948,2.40923947598574
0,0,2,6,67,4.05206033466705,5.36090311330058,88289540,5960429,0,0,1.09861228866811,1.94591014905531,4.21950770517611,1.61979614714596,1.85017036621777,18.2961322100875,15.60065318409,1.79175946922805,4.20469261939097,1.3992254763711,1.67913245217707,18.2961321987611,15.6006530163169,0.583198080782659,1.43620119191619,0.335918852368889,0.518277262522403,2.90668968224975,2.7473127733997
0,1,4,8,66,5.31365674452327,5.75840618984129,53620202,4720210,0,0.693147180559945,1.6094379124341,2.19722457733622,4.20469261939097,1.84271502447101,1.91078709152305,17.7974364766657,15.3673640599524,2.07944154167984,4.18965474202643,1.67028025069415,1.75066073326587,17.797436458016,15.3673638480974,0.732099368086445,1.43261833006792,0.512991427136252,0.559993278543086,2.87905442771369,2.73224603002966
0,0,2,8,134,5.10174548652133,6.45634991813916,8576921,721110,0,0,1.09861228866811,2.19722457733622,4.90527477843843,1.80857487557886,2.00906600736296,15.9645856658424,13.4885483572608,2.07944154167984,4.89783979995091,1.62958273343442,1.86506412995412,15.9645855492504,13.4885469705108,0.732099368086445,1.58879425075762,0.488323990289163,0.623295438538972,2.77037286587052,2.60184095281797
0,0,2,7,81,4.95263501920511,6.4920737363163,25336229,2053026,0,0,1.09861228866811,2.07944154167984,4.40671924726425,1.78383398189443,2.01384562654039,17.0477459451512,14.5348258474002,1.94591014905531,4.39444915467244,1.59991976205693,1.87058200761561,17.047745905682,14.5348253603144,0.665729810578276,1.48034218873659,0.469953479273826,0.626249616462281,2.83601799004435,2.67654751882441
0,1,3,7,55,4.94427587648001,5.46898861433334,1627105,135522,0,0.693147180559945,1.38629436111989,2.07944154167984,4.02535169073515,1.78242871893601,1.86701977702526,14.3023135346629,11.8168966465948,1.94591014905531,4.00733318523247,1.59823051885751,1.69909370250716,14.3023129200746,11.8168892677463,0.665729810578276,1.3881259789914,0.46889709154459,0.530094992732961,2.66042126684948,2.46952980202368
0,1,3,7,118,4.77404128507182,5.5662802672566,88289540,6927580,0,0.693147180559945,1.38629436111989,2.07944154167984,4.77912349311153,1.75337223138349,1.88194750279479,18.2961322100875,15.7510212481807,1.94591014905531,4.77068462446567,1.56319317577866,1.71672701527773,18.2961321987611,15.7510211038301,0.665729810578276,1.56248982174286,0.446730636750961,0.540419579920343,2.90668968224975,2.75690519515936
0,2,5,9,78,6.31218369897226,5.79311857569845,53620202,5540219,0,1.09861228866811,1.79175946922805,2.30258509299405,4.36944785246702,1.98954195678106,1.9159101256285,17.7974364766657,15.5275447691263,2.19722457733622,4.35670882668959,1.84248168625257,1.75667076069466,17.797436458016,15.5275445886281,0.787195008176644,1.47171691604964,0.611113405413272,0.563420404448663,2.87905442771369,2.74261551703812
0,0,3,9,94,5.40405012474756,6.34206915433818,8576921,761615,0,0,1.38629436111989,2.30258509299405,4.55387689160054,1.85693062220371,1.99362070403576,15.9645856658424,13.543197770642,2.19722457733622,4.54329478227,1.68714869554486,1.84720508024122,15.9645855492504,13.5431964576435,0.787195008176644,1.51365247181064,0.523039941674137,0.613673729293225,2.77037286587052,2.60588431478108
0,1,3,8,82,5.55039650928321,6.49851377647534,25336229,2286624,0,0.693147180559945,1.38629436111989,2.19722457733622,4.4188406077966,1.87952558358337,2.01470483776874,17.0477459451512,14.6425874892936,2.07944154167984,4.40671924726425,1.7138693683205,1.87157350098422,17.047745905682,14.6425870519677,0.732099368086445,1.48313047774119,0.538753602755652,0.626779521427229,2.83601799004435,2.68393420412156
0,1,4,8,45,5.3166089465646,5.24212108754854,1627105,145334,0,0.693147180559945,1.6094379124341,2.19722457733622,3.8286413964891,1.84318250507155,1.83132004249871,14.3023135346629,11.8867967014872,2.07944154167984,3.80666248977032,1.67083568405828,1.65672620412861,14.3023129200746,11.8867898208085,0.732099368086445,1.33675281830092,0.513323910881264,0.504843488900473,2.66042126684948,2.47542768440939
