unweighted.quartile.0%,unweighted.quartile.25%,unweighted.quartile.50%,unweighted.quartile.75%,unweighted.quartile.100%,weighted.quartile.0%,weighted.quartile.25%,weighted.quartile.50%,weighted.quartile.75%,weighted.quartile.100%,unweighted.mean,weighted.mean,bases,data,log+1.unweighted.quartile.0%,log+1.unweighted.quartile.25%,log+1.unweighted.quartile.50%,log+1.unweighted.quartile.75%,log+1.unweighted.quartile.100%,log+1.weighted.quartile.0%,log+1.weighted.quartile.25%,log+1.weighted.quartile.50%,log+1.weighted.quartile.75%,log+1.weighted.quartile.100%,log+1.unweighted.mean,log+1.weighted.mean,log+1.bases,log+1.data,log.unweighted.quartile.25%,log.unweighted.quartile.50%,log.unweighted.quartile.75%,log.unweighted.quartile.100%,log.weighted.quartile.100%,log.unweighted.mean,log.weighted.mean,log.bases,log.data,log.log.unweighted.quartile.50%,log.log.unweighted.quartile.75%,log.log.unweighted.quartile.100%,log.log.weighted.quartile.100%,log.log.unweighted.mean,log.log.weighted.mean,log.log.bases,log.log.data
0,3,5,11,19,0,1,3,5,19,6.75551632833186,3.68775534727229,16644,1133,0,1.38629436111989,1.79175946922806,2.484906649788,2.99573227355399,0,0.693147180559945,1.38629436111989,1.79175946922806,2.99573227355399,2.04840437446784,1.54495386389763,9.71986515000913,7.0335064842877,1.09861228866811,1.6094379124341,2.39789527279837,2.94443897916644,2.94443897916644,1.91035940495764,1.3050179659864,9.71980507010283,7.03262426102801,0.475884995327111,0.874591382923689,1.07991829952208,1.07991829952208,0.64729139449165,0.266216807719282,2.27416556375508,1.95055993076406
0,5,14,26,55,0,1,3,8,55,16.6641318124208,6.84089679629741,16637,1578,0,1.79175946922806,2.70805020110221,3.29583686600433,4.02535169073515,0,0.693147180559945,1.38629436111989,2.19722457733622,4.02535169073515,2.87153613227364,2.05935321510342,9.71944451484383,7.36454701425564,1.6094379124341,2.63905732961526,3.25809653802148,4.00733318523247,4.00733318523247,2.81325861393824,1.92291883361002,9.71938440965974,7.36391350140582,0.970421781277365,1.18114314080946,1.3881259789914,1.3881259789914,1.03434346056037,0.653844257504731,2.27412228412724,1.99659151715923
0,4,9,17,39,0,1,3,6,39,11.0202292650034,5.20019226147561,16644,1483,0,1.6094379124341,2.30258509299405,2.89037175789616,3.68887945411394,0,0.693147180559945,1.38629436111989,1.94591014905531,3.68887945411394,2.48659100255273,1.82458030148567,9.71986515000913,7.30249642372733,1.38629436111989,2.19722457733622,2.83321334405622,3.66356164612965,3.66356164612965,2.39973260795513,1.64869559826458,9.71980507010283,7.30182234213793,0.787195008176644,1.04141152477478,1.29843580158963,1.29843580158963,0.875357317794941,0.499984428759498,2.27416556375508,1.98812395290979
0,6,11,24,51,0,2,5,9,51,14.7006496751624,7.70523168908819,16725,2001,0,1.94591014905531,2.484906649788,3.2188758248682,3.95124371858143,0,1.09861228866811,1.79175946922806,2.30258509299405,3.95124371858143,2.7537020920817,2.1639241884993,9.72471967394147,7.60190195987517,1.79175946922806,2.39789527279837,3.17805383034795,3.93182563272433,3.93182563272433,2.68789168839737,2.04189953828601,9.72465988499643,7.60140233458373,0.874591382923689,1.15626900640655,1.36910385560587,1.36910385560587,0.988757127354034,0.71388052082704,2.27466491562778,2.02833274797937
0,9,40,84,123,0,1,2,7,123,47.8992467043315,11.9686771474685,16729,2124,0,2.30258509299405,3.71357206670431,4.44265125649032,4.82028156560504,0,0.693147180559945,1.09861228866811,2.07944154167984,4.82028156560504,3.88976199154277,2.56253699987059,9.72495879398087,7.66152708135852,2.19722457733622,3.68887945411394,4.43081679884331,4.81218435537242,4.81218435537242,3.86909977787007,2.48229299946681,9.72489901933128,7.66105638236183,1.30532274096324,1.48858394603273,1.57115110896884,1.57115110896884,1.35302186444505,0.90918272955998,2.27468950583428,2.03614988316846
0,6,25,63.5,109,0,1,3,7,109,38.1890571568149,10.3648439361449,16788,2047,0,1.94591014905531,3.25809653802148,4.16666522380173,4.70048036579242,0,0.693147180559945,1.38629436111989,2.07944154167984,4.70048036579242,3.66839755366275,2.43052472523881,9.7284791890364,7.6246189861594,1.79175946922806,3.2188758248682,4.15103990589865,4.69134788222914,4.69134788222914,3.64254901271101,2.33841968896251,9.72841962445348,7.62413058566129,1.16903217588706,1.42335888258736,1.54571993609976,1.54571993609976,1.29268371478558,0.849475354623152,2.2750514600309,2.03131829443991
0,7,26,40,63,0,0,1,5,63,25.160411622276,6.77429786214743,16699,1652,0,2.07944154167984,3.29583686600433,3.71357206670431,4.15888308335967,0,0,0.693147180559945,1.79175946922806,4.15888308335967,3.26424726126169,2.05082314686806,9.72316399840485,7.41034709782102,1.94591014905531,3.25809653802148,3.68887945411394,4.14313472639153,4.14313472639153,3.22527179188427,1.91313572481172,9.72310411637243,7.40974195408092,1.18114314080946,1.30532274096324,1.42145268160866,1.42145268160866,1.17101722324993,0.648743636614519,2.27450492102612,2.00279561469095
0,9,33,43,70,0,0,2,5,70,29.2710601719198,8.00102132772604,16645,1745,0,2.30258509299405,3.52636052461616,3.78418963391826,4.26267987704132,0,0,1.09861228866811,1.79175946922806,4.26267987704132,3.41019214626966,2.1973380517562,9.71992522630604,7.46508273639955,2.19722457733622,3.49650756146648,3.76120011569356,4.24849524204936,4.24849524204936,3.37659932047558,2.07956919949699,9.71986515000913,7.46450983463653,1.25176463074102,1.32473808618053,1.44656485954777,1.44656485954777,1.21686908481577,0.732160756635374,2.27417174492026,2.01015976703178
0,5,16,35,60,0,1,3,7,60,20.3346303501946,7.23764748158352,16697,1799,0,1.79175946922806,2.83321334405622,3.58351893845611,4.11087386417331,0,0.693147180559945,1.38629436111989,2.07944154167984,4.11087386417331,3.06033159050883,2.10871480335073,9.72304423075395,7.49554194388426,1.6094379124341,2.77258872223978,3.55534806148941,4.0943445622221,4.0943445622221,3.01232536118534,1.97929622011236,9.72298434154896,7.49498623395053,1.01978144053823,1.26845296605453,1.40960664642895,1.40960664642895,1.10271232574561,0.682741337133419,2.27449260237152,2.01423429485515
0,6,23,72,92,0,1,3,7,92,36.8034894398531,10.8998557345516,16636,2178,0,1.94591014905531,3.17805383034795,4.29045944114839,4.53259949315326,0,0.693147180559945,1.38629436111989,2.07944154167984,4.53259949315326,3.63240141158857,2.47652627689707,9.71938440965974,7.68662133494462,1.79175946922806,3.13549421592915,4.27666611901606,4.52178857704904,4.52178857704904,3.60559266241473,2.38874955378527,9.7193243008628,7.68616230349291,1.14278680629477,1.45317376190395,1.50890761846136,1.50890761846136,1.28248615733974,0.870770029773906,2.27411609968383,2.03942160868953
0,12,71,183,294,0,2,4,10,294,100.929354445798,28.9240513893039,16735,3284,0,2.56494935746154,4.27666611901606,5.21493575760899,5.68697535633982,0,1.09861228866811,1.6094379124341,2.39789527279837,5.68697535633982,4.62427996985111,3.39866255133604,9.72531736686465,8.09712193091871,2.484906649788,4.26267987704132,5.20948615284142,5.68357976733868,5.68357976733868,4.61442081117164,3.36467347701227,9.72525761364543,8.09681747057232,1.44989804161164,1.65048122380753,1.73758127494342,1.73758127494342,1.5291863587076,1.21333092332527,2.27472637898867,2.09147107960344
0,23,89,152,262,0,0,0,6,262,95.0170357751278,15.2415829217056,17613,1761,0,3.17805383034795,4.49980967033027,5.03043792139244,5.57215403217777,0,0,0,1.94591014905531,5.57215403217777,4.5645256317153,2.78757480053196,9.7764493193654,7.47420480649612,3.13549421592915,4.48863636973214,5.02388052084628,5.5683445037611,5.5683445037611,4.55405619947264,2.72402741111842,9.7763925447323,7.47363710849621,1.50154895178096,1.61420264720442,1.71709779320165,1.71709779320165,1.5160183082489,1.00211145105544,2.27997055554415,2.01138177603065
0,109,305,504,1155,0,0,1,12,1155,336.55408388521,68.2174624829468,18325,3171,0,4.70048036579242,5.72358510195238,6.22455842927536,7.05272104923232,0,0,0.693147180559945,2.56494935746154,7.05272104923232,5.82172574602293,4.23725317880868,9.81607609552516,8.06211758275474,4.69134788222914,5.72031177660741,6.22257626807137,7.05185562295589,7.05185562295589,5.81875886094025,4.22270058021174,9.81602152675485,8.06180227453835,1.74402331030618,1.82818401200593,1.9532907911207,1.9532907911207,1.76108698486747,1.44047487128604,2.28401590043339,2.08713713878498
0,32,65,93,229,0,0,0,5,229,70.2830528846154,12.7913784879561,16772,1664,0,3.49650756146648,4.18965474202643,4.54329478227,5.4380793089232,0,0,0,1.79175946922806,5.4380793089232,4.26665861171531,2.62404364967772,9.72752572969475,7.41758040241454,3.46573590279973,4.17438726989564,4.53259949315326,5.43372200355424,5.43372200355424,4.25253070125729,2.54877138835664,9.72746610829065,7.41697962138115,1.42896758583062,1.51129561446017,1.69262435098263,1.69262435098263,1.44751426484025,0.935611434575738,2.27495344175749,2.00377191519519
0,24,56,94,139,0,0,1,4,139,59.8362666666667,11.4012504382377,17114,1875,0,3.2188758248682,4.04305126783455,4.55387689160054,4.9416424226093,0,0,0.693147180559945,1.6094379124341,4.9416424226093,4.10818610237001,2.51779730932016,9.74771055096429,7.53689712956617,3.17805383034795,4.02535169073515,4.54329478227,4.93447393313069,4.93447393313069,4.09161194312817,2.43372303694992,9.747652120978,7.53636393840451,1.39261228363358,1.51365247181064,1.59624606804037,1.59624606804037,1.40893901053481,0.889422198834446,2.27702644790601,2.01973982942068
0,7,26,67,158,0,0,2,7,158,38.3977423638778,8.72903149699186,16954,1506,0,2.07944154167984,3.29583686600433,4.21950770517611,5.06890420222023,0,0,1.09861228866811,2.07944154167984,5.06890420222023,3.67370851425296,2.27511435342169,9.73831805455974,7.3178761986265,1.94591014905531,3.25809653802148,4.20469261939097,5.06259503302697,5.06259503302697,3.64799866525798,2.16665442406287,9.73825907316835,7.31721240835984,1.18114314080946,1.43620119191619,1.62187920421241,1.62187920421241,1.29417870632879,0.773184237784998,2.27606236175745,1.99022943691335
0,3,12,24,47,0,1,2,5,47,14.4878419452888,4.9404897323834,16703,1316,0,1.38629436111989,2.56494935746154,3.2188758248682,3.87120101090789,0,0.693147180559945,1.09861228866811,1.79175946922806,3.87120101090789,2.74005532550338,1.78179157650522,9.72340349068237,7.18311170174328,1.09861228866811,2.484906649788,3.17805383034795,3.85014760171006,3.85014760171006,2.67330981116826,1.59746446239617,9.72334362298995,7.18235211188526,0.910235093365326,1.15626900640655,1.34811148567132,1.34811148567132,0.983317334356738,0.468417661260718,2.2745295534547,1.97162692159811
0,4,10,16,37,0,1,3,7,37,10.6678700361011,5.15912154126695,12613,1108,0,1.6094379124341,2.39789527279837,2.83321334405622,3.63758615972639,0,0.693147180559945,1.38629436111989,2.07944154167984,3.63758615972639,2.45683891345365,1.81793416043891,9.4425625872236,7.01121398735037,1.38629436111989,2.30258509299405,2.77258872223978,3.61091791264422,3.61091791264422,2.36723642365286,1.64076632105981,9.44248330708719,7.01031186730723,0.834032445247956,1.01978144053823,1.28396200945433,1.28396200945433,0.861723208793894,0.495163401638883,2.24521900775406,1.94738218897376
0,7,19,46,75,0,2,5,12,75,26.3986415882968,11.4165929025509,12427,1914,0,2.07944154167984,2.99573227355399,3.85014760171006,4.33073334028633,0,1.09861228866811,1.79175946922806,2.56494935746154,4.33073334028633,3.31049343509558,2.51903371540566,9.42770727051294,7.55747290161475,1.94591014905531,2.94443897916644,3.8286413964891,4.31748811353631,4.31748811353631,3.27331255383966,2.43506781492882,9.42762680380599,7.5569505720129,1.07991829952208,1.34251001349688,1.46267377794546,1.46267377794546,1.18580248556396,0.889974606220184,2.24364440047689,2.02246774532815
0,3,6,11,29,0,2,3,6,29,7.79666666666667,4.57349746560464,12429,900,0,1.38629436111989,1.94591014905531,2.484906649788,3.40119738166216,0,1.09861228866811,1.38629436111989,1.94591014905531,3.40119738166216,2.17437286184712,1.71802276812503,9.42786818450476,6.80350525760834,1.09861228866811,1.79175946922806,2.39789527279837,3.36729582998647,3.36729582998647,2.05369629192798,1.52027822196624,9.42778773074551,6.80239476332431,0.583198080782659,0.874591382923689,1.21410999791318,1.21410999791318,0.71964123880547,0.418893358875531,2.24366147005011,1.91727472126149
0,4,9,14,34,0,2,3,7,34,10.0391264786169,5.25890378361228,12607,1099,0,1.6094379124341,2.30258509299405,2.70805020110221,3.55534806148941,0,1.09861228866811,1.38629436111989,2.07944154167984,3.55534806148941,2.40144591440485,1.83400505533875,9.44208681209766,7.00306545878646,1.38629436111989,2.19722457733622,2.63905732961526,3.52636052461616,3.52636052461616,2.30649010635669,1.65992259887268,9.44200749423127,7.00215595440362,0.787195008176644,0.970421781277365,1.26026632622924,1.26026632622924,0.83572693454488,0.506770974096236,2.24516861583605,1.94621809512129
0,6,17,49,87,0,1,3,8,87,27.8661710037175,9.46418799291808,12426,1614,0,1.94591014905531,2.89037175789616,3.91202300542815,4.47733681447821,0,0.693147180559945,1.38629436111989,2.19722457733622,4.47733681447821,3.36267035598095,2.34795876023753,9.42762680380599,7.38709023565676,1.79175946922806,2.83321334405622,3.89182029811063,4.46590811865458,4.46590811865458,3.32741344431642,2.24751499048113,9.42754633062364,7.38647084882989,1.04141152477478,1.35887699113822,1.49647257968519,1.49647257968519,1.20219525872234,0.809825157188395,2.24363586455078,1.99965006322464
0,7,17,39,74,0,2,4,10,74,23.3157582938389,9.07013465854441,12476,1688,0,2.07944154167984,2.89037175789616,3.68887945411394,4.31748811353631,0,1.09861228866811,1.6094379124341,2.39789527279837,4.31748811353631,3.19112462962646,2.30957407888976,9.43164222841102,7.4318919168078,1.94591014905531,2.83321334405622,3.66356164612965,4.30406509320417,4.30406509320417,3.14912945359324,2.20498711060387,9.43156207772769,7.4312996751559,1.04141152477478,1.29843580158963,1.45955994663085,1.45955994663085,1.14712605070334,0.7907216633506,2.24406173273901,2.00570076606451
0,4,7,14,36,0,1,3,6,36,9.68804664723032,4.79995195002803,12487,1029,0,1.6094379124341,2.07944154167984,2.70805020110221,3.61091791264422,0,0.693147180559945,1.38629436111989,1.94591014905531,3.61091791264422,2.36912598123371,1.75784963304013,9.43252346219527,6.93731408122368,1.38629436111989,1.94591014905531,2.63905732961526,3.58351893845611,3.58351893845611,2.27089282118865,1.56860590745291,9.43244338211515,6.93634273583405,0.665729810578276,0.970421781277365,1.2763452613426,1.2763452613426,0.820173067464878,0.450187267856476,2.24415517041214,1.93677465230499
0,4,11,32,56,0,2,3,6,56,18.1758720930233,7.02393958868895,12448,1376,0,1.6094379124341,2.484906649788,3.49650756146648,4.04305126783455,0,1.09861228866811,1.38629436111989,1.94591014905531,4.04305126783455,2.95365282695043,2.08242952180389,9.42939557738179,7.22766249872865,1.38629436111989,2.39789527279837,3.46573590279973,4.02535169073515,4.02535169073515,2.90009500537838,1.94932425559665,9.42931524641817,7.22693601849329,0.874591382923689,1.24292499185244,1.39261228363358,1.39261228363358,1.06474349693112,0.667482776926859,2.2438234796311,1.97781515914048
0,8,19,37,87,0,0,3,11,87,24.3447993447994,8.51278802755563,12629,1221,0,2.19722457733622,2.99573227355399,3.63758615972639,4.47733681447821,0,0,1.38629436111989,2.484906649788,4.47733681447821,3.23257355493891,2.25263700157888,9.44383021534454,7.10824413973154,2.07944154167984,2.94443897916644,3.61091791264422,4.46590811865458,4.46590811865458,3.19231824744828,2.14156950673941,9.44375103564617,7.10742547411071,1.07991829952208,1.28396200945433,1.49647257968519,1.49647257968519,1.16074737619923,0.761538974581083,2.24535325670362,1.96114007896018
0,5,8,18,39,0,3,5,8,39,11.6989619377163,6.86121168235578,12429,1445,0,1.79175946922806,2.19722457733622,2.94443897916644,3.68887945411394,0,1.38629436111989,1.79175946922806,2.19722457733622,3.68887945411394,2.54152025293618,2.06194075262051,9.42786818450476,7.27655640271871,1.6094379124341,2.07944154167984,2.89037175789616,3.66356164612965,3.66356164612965,2.45950011459545,1.92588405622156,9.42778773074551,7.27586460054653,0.732099368086445,1.06138512980168,1.29843580158963,1.29843580158963,0.899958123846244,0.655385112301972,2.24366147005011,1.98456265143195
0,3,5,8,20,0,1,3,5,20,6.15705521472393,3.50645808263137,12465,815,0,1.38629436111989,1.79175946922806,2.19722457733622,3.04452243772342,0,0.693147180559945,1.38629436111989,1.79175946922806,3.04452243772342,1.96809861351278,1.50551149743581,9.4307602173688,6.70441435496411,1.09861228866811,1.6094379124341,2.07944154167984,2.99573227355399,2.99573227355399,1.81759861368551,1.25460643473298,9.43067999595766,6.70318811324086,0.475884995327111,0.732099368086445,1.09718870036495,1.09718870036495,0.597516186827363,0.226821925579339,2.24396820390323,1.90258325101916
0,6,10,18,38,0,2,5,10,38,12.5885372112917,6.91731369566958,12493,1169,0,1.94591014905531,2.39789527279837,2.94443897916644,3.66356164612965,0,1.09861228866811,1.79175946922806,2.39789527279837,3.66356164612965,2.60922658523155,2.06905196845214,9.43300380805352,7.0647590277918,1.79175946922806,2.30258509299405,2.89037175789616,3.63758615972639,3.63758615972639,2.5327866547526,1.93402749999528,9.43292376643183,7.06390396147207,0.834032445247956,1.06138512980168,1.29132031873981,1.29132031873981,0.929320141160656,0.659604616162314,2.24420609805251,1.95499786772114
0,3,6,15,36,0,2,3,6,36,9.69274269557022,4.85454836386911,12499,1061,0,1.38629436111989,1.94591014905531,2.77258872223978,3.61091791264422,0,1.09861228866811,1.38629436111989,1.94591014905531,3.61091791264422,2.36956525859996,1.76721885724598,9.43348392329039,6.96790920180188,1.09861228866811,1.79175946922806,2.70805020110221,3.58351893845611,3.58351893845611,2.2713774297718,1.57991607246648,9.43340392009022,6.96696713861398,0.583198080782659,0.996228892951395,1.2763452613426,1.2763452613426,0.820386444722595,0.457371726935926,2.24425699864816,1.94117999931718
0,6,11,18,58,0,2,5,10,58,13.5698324022346,7.43195596681557,12536,1432,0,1.94591014905531,2.484906649788,2.94443897916644,4.07753744390572,0,1.09861228866811,1.79175946922806,2.39789527279837,4.07753744390572,2.67895311720579,2.13202876963352,9.43643955111603,7.26752542782817,1.79175946922806,2.39789527279837,2.89037175789616,4.06044301054642,4.06044301054642,2.60784912316142,2.00578907668446,9.43635978403586,7.26682734752059,0.874591382923689,1.06138512980168,1.40129208355907,1.40129208355907,0.958525790842405,0.696037537792378,2.24457028969051,1.98331979292658
0,7,14,33,129,0,2,4,10,129,25.1415327564895,9.44517928286853,12550,1618,0,2.07944154167984,2.70805020110221,3.52636052461616,4.86753445045558,0,1.09861228866811,1.6094379124341,2.39789527279837,4.86753445045558,3.26352534291503,2.34614055932925,9.43755562266045,7.38956395367764,1.94591014905531,2.63905732961526,3.49650756146648,4.85981240436167,4.85981240436167,3.22452117013769,2.24550448254871,9.43747594455993,7.38894609761844,0.970421781277365,1.25176463074102,1.58099983724182,1.58099983724182,1.17078446484841,0.808930209780006,2.24468856565109,1.99998511283044
0,7,17,35,58,0,1,3,8,58,21.1752433936022,7.64273162939297,12520,1438,0,2.07944154167984,2.89037175789616,3.58351893845611,4.07753744390572,0,0.693147180559945,1.38629436111989,2.19722457733622,4.07753744390572,3.09897650417158,2.15671869365704,9.43516251366895,7.27170370688737,1.94591014905531,2.83321334405622,3.55534806148941,4.06044301054642,4.06044301054642,3.05283273485705,2.03375508238938,9.43508264465409,7.27100853828099,1.04141152477478,1.26845296605453,1.40129208355907,1.40129208355907,1.11606992511039,0.709883878571656,2.24443493815195,1.98389500795976
0,6,17,33,61,0,1,3,7,61,20.6166281755196,6.95262483994878,12496,1299,0,1.94591014905531,2.89037175789616,3.52636052461616,4.12713438504509,0,0.693147180559945,1.38629436111989,2.07944154167984,4.12713438504509,3.07346284146915,2.07350204271962,9.43324389448578,7.17011954344963,1.79175946922806,2.83321334405622,3.49650756146648,4.11087386417331,4.11087386417331,3.02609794317687,1.9391192630883,9.43316387207947,7.1693500166706,1.04141152477478,1.25176463074102,1.41363562492819,1.41363562492819,1.10727398205216,0.662233881892623,2.24423155172921,1.96981499731826
0,5,15,24,68,0,1,3,8,68,17.5689910979228,6.92696404260431,12487,1348,0,1.79175946922806,2.77258872223978,3.2188758248682,4.23410650459726,0,0.693147180559945,1.38629436111989,2.19722457733622,4.23410650459726,2.92149304421304,2.07027011777867,9.43252346219527,7.20711885620776,1.6094379124341,2.70805020110221,3.17805383034795,4.21950770517611,4.21950770517611,2.86613547869048,1.93542162812246,9.43244338211515,7.20637729147225,0.996228892951395,1.15626900640655,1.43971846370169,1.43971846370169,1.05296459929031,0.660325198416455,2.24415517041214,1.97496636891701
0,5,10,34,81,0,2,4,7,81,20.2007490636704,7.29328961049348,12503,1335,0,1.79175946922806,2.39789527279837,3.55534806148941,4.40671924726425,0,1.09861228866811,1.6094379124341,2.07944154167984,4.40671924726425,3.05403651424576,2.11544670714237,9.43380387210131,7.19743535409659,1.6094379124341,2.30258509299405,3.52636052461616,4.39444915467244,4.39444915467244,3.00571968607955,1.98695469396279,9.433723894495,7.19668657083435,0.834032445247956,1.26026632622924,1.48034218873659,1.48034218873659,1.10051703551205,0.686603162083148,2.24429091736732,1.97362072160295
