min.log.penalty,max.log.penalty
0.2217512,Inf
-0.01221415,Inf
0.1995748,Inf
0.3979871,1.760178
0.07280682,Inf
0.4040306,Inf
-0.3249921,Inf
0.5164225,Inf
-0.1770818,Inf
-0.9117507,Inf
-0.379795,2.169387
0.5292625,Inf
0.05841541,Inf
-0.8076328,Inf
0.4997174,Inf
-0.1497433,Inf
-0.08142419,Inf
-Inf,1.602724
0.1081755,Inf
0.07866627,0.2916671
-0.6610071,Inf
0.2875397,Inf
0.4668749,Inf
-0.6830371,Inf
0.3891701,Inf
-0.1848465,Inf
0.9321906,Inf
-1.527296,0.6525053
0.332746,Inf
0.4385574,Inf
0.02106281,Inf
0.2769132,Inf
-0.3390304,-0.237485
-0.0179061,Inf
0.9191506,2.106527
0.3133742,Inf
2.129792,Inf
1.358027,Inf
-0.08014569,2.510693
0.3529543,Inf
-0.2130024,Inf
0.8372607,Inf
0.3114757,Inf
0.4067226,0.8812105
0.007401818,Inf
0.5016979,Inf
0.4784457,Inf
-0.2693756,-0.1901203
1.817611,Inf
2.222399,Inf
0.635658,Inf
-0.001031845,Inf
-0.8991423,Inf
-0.59949,Inf
-0.2531315,0.3416704
-1.024108,Inf
-0.6163393,Inf
-1.171517,Inf
-1.00524,Inf
-1.051809,Inf
-1.086439,Inf
-1.306543,Inf
-0.6545875,Inf
-0.244048,Inf
-0.5590681,Inf
-1.273207,Inf
-Inf,2.427179
-0.8710366,Inf
-Inf,1.748083
-0.3666844,Inf
-1.206098,Inf
-1.171934,Inf
0.2541989,Inf
-1.713216,Inf
-0.6386857,Inf
-1.556909,Inf
-0.6762916,Inf
-0.3335228,Inf
-1.212842,Inf
-0.9238983,Inf
-0.6590616,Inf
-0.5319016,Inf
-0.2383778,Inf
-1.389665,Inf
-1.14286,Inf
-1.335527,Inf
-0.5303118,Inf
-0.3676769,Inf
-Inf,2.981839
0.2832062,Inf
-1.380201,Inf
-1.414639,Inf
-Inf,3.4458
-2.067609,Inf
-2.160269,Inf
-1.835675,Inf
-0.7419039,Inf
-1.224962,Inf
-1.489102,Inf
-1.361709,Inf
-1.530842,Inf
1.143656,Inf
-0.3740407,Inf
-0.4967164,Inf
-1.831691,Inf
-0.9759024,Inf
-1.232056,Inf
-1.03644,Inf
-0.3974355,Inf
-1.418139,Inf
-1.346775,Inf
-0.8132695,Inf
-0.3660829,Inf
-2.448023,Inf
-1.717059,Inf
-2.021828,Inf
-0.7197965,Inf
-1.015892,Inf
-1.44002,Inf
-0.9933462,Inf
-1.262008,Inf
-1.172877,Inf
-Inf,3.7289
-0.1843374,Inf
-0.8564662,Inf
0.3323916,Inf
-0.9476054,Inf
-0.7326996,Inf
-0.8550912,Inf
-0.8819056,Inf
-0.4035308,Inf
-0.6071237,Inf
-0.8902871,Inf
-0.8689769,Inf
-1.665342,Inf
-0.6644677,Inf
-0.8191573,Inf
-1.44154,Inf
-0.8064467,Inf
-Inf,2.946594
-0.4166042,Inf
-1.429287,Inf
-1.068739,Inf
-1.47771,Inf
-1.378309,Inf
-0.4075551,Inf
-1.158135,Inf
-1.131208,Inf
-0.003003672,Inf
-1.907698,Inf
0.4863582,Inf
-0.4553264,Inf
-0.9299626,Inf
-0.8332242,Inf
-1.088224,Inf
-0.7262799,Inf
-0.552668,Inf
-0.773056,Inf
-1.667773,Inf
0.4527285,Inf
-Inf,2.418391
-0.9027371,Inf
-0.316678,Inf
-0.6985555,Inf
-1.366233,Inf
-0.6924934,Inf
-1.696082,Inf
-1.11206,Inf
-0.9473007,Inf
-0.8538173,Inf
-0.6450795,Inf
-0.5538851,Inf
-0.9306884,Inf
-0.6414218,Inf
-1.536535,Inf
-0.7535567,Inf
1.521754,Inf
-0.5742263,Inf
-1.568293,Inf
-0.9092478,Inf
-1.13397,Inf
-0.4873893,Inf
-1.164384,Inf
0.2073075,Inf
-0.6435868,Inf
-0.9057126,Inf
-Inf,2.332651
-1.425347,Inf
-0.753714,Inf
-0.3430814,Inf
-0.8805571,Inf
-0.7780701,Inf
-1.055153,Inf
-1.011879,Inf
-1.134901,Inf
-1.085572,Inf
-0.7718887,Inf
-Inf,3.660415
-1.459401,Inf
-1.206123,Inf
-1.132295,Inf
0.1970631,Inf
-1.416688,Inf
-0.4499235,Inf
-1.623006,Inf
-0.6338291,Inf
-1.124721,Inf
-2.09115,Inf
-0.5237618,Inf
-2.519354,Inf
-1.284609,Inf
-Inf,2.675205
-0.7209546,Inf
-1.237902,Inf
-1.23968,Inf
-1.324511,Inf
-1.471176,Inf
-0.5735415,Inf
-1.053635,Inf
-1.207002,Inf
-0.946036,Inf
-0.7815934,Inf
-0.4225253,Inf
-1.067382,Inf
-0.9511383,Inf
-Inf,3.842368
-0.9838106,Inf
-0.9153634,Inf
-1.184124,Inf
-1.423688,Inf
-0.8503593,Inf
-0.1461659,Inf
-0.7408438,Inf
-1.444014,Inf
-0.9413738,Inf
-1.896192,Inf
-0.5117879,Inf
-1.216569,Inf
-0.9537044,Inf
-0.6907823,Inf
-0.831479,Inf
-Inf,3.34635
-1.355345,Inf
-0.9946456,Inf
-1.881966,Inf
-0.6670484,Inf
-1.342652,Inf
-0.9478262,Inf
-1.470401,Inf
-0.9237838,Inf
-0.5920595,Inf
-1.444361,Inf
-1.069499,Inf
-0.8556925,Inf
-0.7739438,Inf
-1.59149,Inf
-1.20854,Inf
-0.7172938,Inf
-1.046562,Inf
-0.8472016,Inf
-1.288342,Inf
-0.9043004,Inf
-1.327396,Inf
-1.361692,Inf
-0.2806337,Inf
-1.212634,Inf
-0.8701296,Inf
-1.529206,Inf
-1.131551,Inf
-1.171326,Inf
-0.6478819,Inf
-0.8068707,Inf
-1.404374,Inf
-0.9433197,Inf
-1.310364,Inf
-0.9613034,Inf
-Inf,2.656073
-0.8371146,Inf
-0.6596498,Inf
-0.3682053,Inf
-0.956078,Inf
-1.354929,Inf
-0.7384168,Inf
-1.672489,Inf
-0.7879149,Inf
0.1341633,Inf
-1.518431,Inf
-1.271262,Inf
-2.003157,Inf
-0.9535702,Inf
-0.4659815,Inf
-0.9760379,Inf
-1.322359,Inf
-0.7699874,Inf
-1.126779,Inf
-1.556875,Inf
-0.6288405,Inf
-1.054322,Inf
0.2756426,Inf
-1.379592,Inf
-1.409086,Inf
-1.001372,Inf
-0.92609,Inf
-0.0792394,Inf
-1.929901,Inf
-1.092523,Inf
-3.042831,Inf
-0.685271,Inf
-1.022114,Inf
-1.052955,Inf
-0.5650842,Inf
-1.353837,Inf
-0.5783587,Inf
-0.6680608,Inf
-Inf,3.101567
-2.711038,Inf
-0.5320616,Inf
-0.9433589,Inf
-1.898898,Inf
-1.248942,Inf
-0.7383343,Inf
-1.492175,Inf
-1.624585,Inf
-1.348555,Inf
-0.5704613,Inf
-0.8121646,Inf
-2.158978,Inf
-0.8995505,Inf
-0.3928938,Inf
-1.27408,Inf
-1.121027,Inf
-0.4881831,Inf
-1.32253,Inf
-1.040772,Inf
-0.2954127,Inf
-1.711222,Inf
-0.6443514,Inf
-0.7721123,Inf
-1.576044,Inf
0.5725284,Inf
-1.266887,Inf
-1.348753,Inf
-0.4370422,Inf
0.6604562,Inf
-1.470585,Inf
-0.7749026,Inf
-1.376634,Inf
0.09212966,Inf
-1.414344,Inf
-1.07242,Inf
-Inf,2.201053
-Inf,2.096926
-1.372316,Inf
-0.6337011,Inf
-0.5225571,Inf
-1.254603,Inf
-0.9639648,Inf
-0.7899993,Inf
-0.5755945,Inf
-1.055623,Inf
-1.221416,Inf
-0.1790988,Inf
0.5252099,Inf
-Inf,2.399725
-0.7753798,Inf
-0.3433962,Inf
-0.8016996,Inf
-Inf,4.97743
-0.5777735,Inf
-1.657214,Inf
-0.7133182,Inf
-0.1231387,Inf
-0.9198525,Inf
-Inf,3.254445
-1.623383,Inf
-2.016042,Inf
-0.9152683,Inf
-0.6612452,Inf
-0.8101066,Inf
-0.5972564,Inf
-1.026312,Inf
-1.161632,Inf
-0.4102299,Inf
-0.8730824,Inf
-0.1414787,Inf
-1.210311,Inf
-0.4423762,Inf
-0.878534,Inf
-0.1398242,Inf
-0.7691853,Inf
0.1543745,Inf
-0.2467686,Inf
0.5446716,Inf
0.1056585,Inf
1.454822,Inf
0.5357366,2.114082
0.4939299,Inf
-0.3747837,Inf
-0.2008684,Inf
2.460779,Inf
0.1986893,Inf
-0.3043243,Inf
-0.1600515,Inf
0.5297228,Inf
0.6850212,Inf
0.4540131,Inf
0.02620869,Inf
-0.09428579,Inf
0.1596549,0.3035264
0.576315,Inf
0.2764038,Inf
-0.5216427,1.402221
0.7548247,Inf
0.1978084,Inf
0.4768584,Inf
0.3716296,Inf
-0.08748501,Inf
0.7773342,Inf
0.1788707,Inf
0.4601117,Inf
0.5589643,Inf
1.199169,Inf
0.2696383,Inf
0.1340569,Inf
-0.06568238,Inf
1.731982,Inf
1.526126,Inf
-0.2707665,Inf
1.57854,Inf
1.168793,Inf
-0.2610605,Inf
-0.120968,Inf
-0.0837051,Inf
0.07047488,Inf
0.5237525,Inf
-0.1930215,Inf
-0.08218773,Inf
0.561032,Inf
-0.104649,Inf
0.2770422,Inf
0.2215849,Inf
0.53335,Inf
0.05875766,Inf
0.01313294,Inf
0.3110559,Inf
-0.2309678,Inf
-0.148967,Inf
1.493944,Inf
0.4321709,Inf
-0.1082047,Inf
0.2100295,Inf
0.1044997,Inf
-0.02871629,Inf
0.7156786,Inf
0.332395,Inf
-0.2365921,Inf
-0.1449935,Inf
-0.470677,Inf
-0.2672136,Inf
-0.6557538,Inf
0.1471911,Inf
0.02919884,Inf
0.1772383,Inf
-0.07103393,Inf
0.1970887,Inf
-0.7206804,Inf
-0.2302021,Inf
0.4057591,Inf
-0.1530321,Inf
0.2496489,Inf
0.4577761,Inf
-0.2651645,Inf
0.07392333,Inf
0.2380667,Inf
-0.3822858,Inf
-0.3541606,Inf
-0.0573987,Inf
0.3931133,Inf
-0.1029404,Inf
0.8888412,Inf
0.09581869,Inf
0.2845586,Inf
0.3765586,Inf
0.9389797,Inf
0.0422755,Inf
-0.4697395,Inf
0.8597833,Inf
1.230461,Inf
-0.289203,Inf
0.661598,Inf
1.676944,Inf
1.387994,Inf
0.2009146,Inf
0.0667811,Inf
0.1593628,Inf
0.1227768,Inf
-0.109682,Inf
0.1236274,Inf
0.6897405,Inf
0.156536,Inf
-0.3187906,Inf
0.6140536,Inf
0.2197018,Inf
0.3368652,Inf
0.7718501,Inf
0.191587,Inf
-0.4072036,Inf
-0.2495179,Inf
0.01434041,Inf
0.2770586,Inf
0.1781464,Inf
-0.3601538,Inf
0.5451971,Inf
-0.5489532,Inf
-0.02808399,Inf
0.545833,Inf
0.3762905,Inf
0.3934188,Inf
-0.1177857,Inf
-0.3533321,Inf
-0.2846555,Inf
-0.1180147,Inf
0.7293241,Inf
0.6630834,Inf
-0.01699906,Inf
0.1747145,Inf
0.08635676,Inf
0.1686783,Inf
0.7318561,Inf
0.03182701,Inf
0.09038074,Inf
1.830415,2.146668
-1.191432,Inf
0.2938188,Inf
-0.2650229,-0.2376484
-0.07306225,Inf
0.4536956,0.9918132
0.1101271,Inf
-0.1945623,Inf
0.3995411,Inf
-0.2791454,Inf
-0.7979654,Inf
0.5575624,Inf
0.4731507,Inf
0.5815698,Inf
0.3176605,Inf
0.7867765,Inf
0.1037284,Inf
0.9297403,Inf
-0.008747503,Inf
1.21399,Inf
0.06968739,Inf
0.4657358,Inf
0.06746978,Inf
0.2761397,Inf
-0.3123175,Inf
0.02810732,Inf
-0.2932868,Inf
-0.06750488,Inf
0.4013389,Inf
0.3773315,Inf
0.3484139,Inf
-0.1181529,Inf
-0.420503,Inf
0.3114727,Inf
-0.4256748,Inf
0.06933615,Inf
0.3686357,Inf
0.1046245,Inf
0.4322164,Inf
0.2210974,Inf
-0.9124584,-0.08094849
0.679844,Inf
0.3511017,Inf
-0.001478101,Inf
-0.1424612,Inf
0.04842155,Inf
0.7294299,Inf
0.4764761,Inf
0.6252537,Inf
0.2323402,Inf
0.5534315,Inf
0.5532914,Inf
0.2333504,Inf
0.1471452,Inf
0.2616051,Inf
0.1451916,Inf
-0.5264074,Inf
-0.317177,Inf
0.03546458,Inf
-0.2218298,Inf
1.757887,Inf
0.4845764,Inf
0.348365,Inf
-0.3268569,Inf
0.09006572,Inf
-0.01889207,0.2827932
-1.447015,-1.402208
0.4284912,Inf
3.420863,Inf
0.4116368,Inf
-0.01717443,Inf
0.3926863,Inf
-0.2804087,Inf
-0.5040956,Inf
-0.4230189,Inf
0.1340742,Inf
0.01009999,Inf
0.0560532,Inf
1.002812,Inf
-0.1403095,Inf
1.109583,Inf
0.347001,Inf
-0.01405951,Inf
-0.4769128,Inf
0.3478921,Inf
0.267887,Inf
0.1308564,Inf
0.7506929,Inf
0.5409944,Inf
0.4460179,Inf
0.5332899,Inf
0.1033829,Inf
0.01874711,Inf
0.1162215,Inf
-0.1354595,Inf
0.4256241,Inf
-0.5164194,Inf
-0.03582215,Inf
0.5264994,Inf
-0.3791654,Inf
0.5616716,Inf
-0.1646175,Inf
-0.08241312,Inf
0.6402598,Inf
-0.1126472,Inf
-0.002057449,Inf
0.363556,Inf
0.09765527,Inf
0.4072558,Inf
-0.1150428,Inf
0.6019268,Inf
1.476746,Inf
-0.09727231,Inf
0.3865056,Inf
0.0104653,Inf
0.1433519,Inf
-0.05834133,Inf
0.2594443,Inf
0.3257915,Inf
0.02993394,Inf
0.3779046,Inf
-0.1417585,Inf
1.048131,Inf
0.8771904,Inf
0.3473145,Inf
-0.05298913,Inf
0.5391053,Inf
-0.06996419,Inf
-0.0494119,Inf
0.4566052,Inf
-0.1243864,Inf
-0.300027,Inf
0.177216,Inf
0.649754,Inf
-0.4463962,Inf
-0.2408707,Inf
0.2631631,Inf
0.2410627,Inf
0.312759,Inf
0.739267,Inf
0.5509415,Inf
-Inf,-3.143937
0.2357486,Inf
0.8598762,Inf
1.162618,Inf
0.1180925,Inf
0.4409951,Inf
-0.0978235,Inf
3.948718,Inf
-0.3597971,1.215471
0.5107076,Inf
-0.09275949,Inf
0.2638762,Inf
1.180591,Inf
1.147367,Inf
0.4866107,0.8624254
-0.03029322,Inf
0.01653374,Inf
0.456616,Inf
2.244526,Inf
0.03833692,Inf
0.4279162,Inf
0.5134257,Inf
-0.04482121,Inf
0.1396426,Inf
-0.0261574,1.661009
0.1556627,Inf
0.3551548,Inf
