unweighted.quartile.0%,unweighted.quartile.25%,unweighted.quartile.50%,unweighted.quartile.75%,unweighted.quartile.100%,weighted.quartile.0%,weighted.quartile.25%,weighted.quartile.50%,weighted.quartile.75%,weighted.quartile.100%,unweighted.mean,weighted.mean,bases,data,log+1.unweighted.quartile.0%,log+1.unweighted.quartile.25%,log+1.unweighted.quartile.50%,log+1.unweighted.quartile.75%,log+1.unweighted.quartile.100%,log+1.weighted.quartile.0%,log+1.weighted.quartile.25%,log+1.weighted.quartile.50%,log+1.weighted.quartile.75%,log+1.weighted.quartile.100%,log+1.unweighted.mean,log+1.weighted.mean,log+1.bases,log+1.data,log.unweighted.quartile.25%,log.unweighted.quartile.50%,log.unweighted.quartile.75%,log.unweighted.quartile.100%,log.weighted.quartile.100%,log.unweighted.mean,log.weighted.mean,log.bases,log.data,log.log.unweighted.quartile.50%,log.log.unweighted.quartile.75%,log.log.unweighted.quartile.100%,log.log.weighted.quartile.100%,log.log.unweighted.mean,log.log.bases,log.log.data
0,1,3,6,25,0,0,0,1,25,4.33183856502242,0.944671946165525,121855,1561,0,0.693147180559945,1.38629436111989,1.94591014905531,3.25809653802148,0,0,0,0.693147180559945,3.25809653802148,1.67369612523066,0.665093297634306,11.710595298711,7.35372233039963,0,1.09861228866811,1.79175946922806,3.2188758248682,3.2188758248682,1.4659920627524,-0.0569175586726219,11.7105870922697,7.35308192051543,0.0940478276166991,0.583198080782659,1.16903217588706,1.16903217588706,0.382532189229066,2.46049331232807,1.99511953425299
0,4,20,43,254,0,1,2,4,254,34.3369813948861,6.62415927722938,119540,10051,0,1.6094379124341,3.04452243772342,3.78418963391826,5.54126354515843,0,0.693147180559945,1.09861228866811,1.6094379124341,5.54126354515843,3.56493004713943,2.03132205769052,11.691414687744,9.21552689866348,1.38629436111989,2.99573227355399,3.76120011569356,5.53733426701854,5.53733426701854,3.53622294813693,1.89072346226932,11.6914063223782,9.21542741102474,1.09718870036495,1.32473808618053,1.71151320571678,1.71151320571678,1.26305919373147,2.45885406956386,2.22087897214327
0,1,2,4,18,0,0,1,2,18,3.14154870940883,1.54208509071433,119496,3603,0,0.693147180559945,1.09861228866811,1.6094379124341,2.94443897916644,0,0,0.693147180559945,1.09861228866811,2.94443897916644,1.42106980228337,0.932984646130836,11.6910465454361,8.18979961872823,0,0.693147180559945,1.38629436111989,2.89037175789616,2.89037175789616,1.14471589788433,0.433135455664277,11.6910381769901,8.18952211074809,-0.366512920581664,0.326634259978281,1.06138512980168,1.06138512980168,0.135156482099829,2.45882258052188,2.10285554582652
0,5,14,68,196,0,0,3,7,196,39.079292764942,7.97470442442308,119428,9219,0,1.79175946922806,2.70805020110221,4.23410650459726,5.28320372873799,0,0,1.38629436111989,2.07944154167984,5.28320372873799,3.69085981103564,2.19441000062012,11.6904773315218,9.12913031655064,1.6094379124341,2.63905732961526,4.21950770517611,5.27811465923052,5.27811465923052,3.66559272990085,2.0762745852158,11.6904689583111,9.12902185079859,0.970421781277365,1.43971846370169,1.66356896183731,1.66356896183731,1.29899004938384,2.45877389087362,2.21145855313891
0,5,24,102,323,0,0,1,4,323,65.3856928464232,8.21163631494376,119488,7996,0,1.79175946922806,3.2188758248682,4.63472898822964,5.78074351579233,0,0,0.693147180559945,1.6094379124341,5.78074351579233,4.1954815640852,2.22046750168972,11.6909795959076,8.98682175033189,1.6094379124341,3.17805383034795,4.62497281328427,5.77765232322266,5.77765232322266,4.1803034707147,2.10555221115014,11.6909712269014,8.98669669562029,1.15626900640655,1.53147049273831,1.75399742772108,1.75399742772108,1.43038384455082,2.45881685388928,2.19574533887119
0,4,9,33,120,0,0,2,5,120,21.8672379387252,5.35475913739328,119591,8519,0,1.6094379124341,2.30258509299405,3.52636052461616,4.79579054559674,0,0,1.09861228866811,1.79175946922806,4.79579054559674,3.12970522849475,1.8492040026475,11.6918412286294,9.05017161982336,1.38629436111989,2.19722457733622,3.49650756146648,4.78749174278205,4.78749174278205,3.08498953218726,1.6779857238766,11.6918328668311,9.05005424204284,0.787195008176644,1.25176463074102,1.56600662976001,1.56600662976001,1.12654826421942,2.45889055248647,2.20277075128977
0,4,14,84,286,0,1,2,5,286,51.9908856746582,8.72179865929081,119489,10094,0,1.6094379124341,2.70805020110221,4.44265125649032,5.65948221575962,0,0.693147180559945,1.09861228866811,1.79175946922806,5.65948221575962,3.97011993036119,2.27437064860536,11.6909879648438,9.21979553074694,1.38629436111989,2.63905732961526,4.43081679884331,5.65599181081985,5.65599181081985,3.95106842773154,2.16582548491781,11.6909795959076,9.21969646690021,0.970421781277365,1.48858394603273,1.73271548071837,1.73271548071837,1.37398603037104,2.45881756974111,2.22134211586609
0,6,22,120,378,0,0,1,4,378,73.0139389569815,8.76077631259877,119591,8322,0,1.94591014905531,3.13549421592915,4.79579054559674,5.93753620508243,0,0,0.693147180559945,1.6094379124341,5.93753620508243,4.30425343974938,2.27837193748713,11.6918412286294,9.0267780457461,1.79175946922806,3.09104245335832,4.78749174278205,5.93489419561959,5.93489419561959,4.29065036753697,2.17028452118144,11.6918328668311,9.02665788954289,1.12850839756175,1.56600662976001,1.78084920071142,1.78084920071142,1.45643832227415,2.45889055248647,2.20018218702057
0,4,13,55,166,0,0,2,5,166,32.7344359284658,5.78229014025539,119425,7437,0,1.6094379124341,2.63905732961526,4.02535169073515,5.11799381241676,0,0,1.09861228866811,1.79175946922806,5.11799381241676,3.51851915327755,1.91431482371662,11.6904522116793,8.91435727448502,1.38629436111989,2.56494935746154,4.00733318523247,5.11198778835654,5.11198778835654,3.48842761029403,1.75479982224791,11.6904438382582,8.9142228207033,0.941938734748111,1.3881259789914,1.63158832825324,1.63158832825324,1.24945109322701,2.45877174210782,2.18764807092536
0,3,12,37,108,0,0,0,2,108,22.4751913807769,2.41555638567219,120465,3527,0,1.38629436111989,2.56494935746154,3.63758615972639,4.69134788222914,0,0,0,1.09861228866811,4.69134788222914,3.15594417759685,1.2283404038142,11.6991228344225,8.16848641712668,1.09861228866811,2.484906649788,3.61091791264422,4.68213122712422,4.68213122712422,3.11241209559515,0.881929648011324,11.6991145332907,8.16820293023605,0.910235093365326,1.28396200945433,1.54375339668197,1.54375339668197,1.13539801901293,2.45951315802444,2.10024892509782
0,1,4,10,78,0,0,0,1,78,9.71171171171171,1.19345448206737,114735,1776,0,0.693147180559945,1.6094379124341,2.39789527279837,4.36944785246702,0,0,0,0.693147180559945,4.36944785246702,2.37133769537845,0.785477690128845,11.6503891161224,7.48268182815465,0,1.38629436111989,2.30258509299405,4.35670882668959,4.35670882668959,2.27333255015661,0.17685202787707,11.6503804004241,7.48211892355212,0.326634259978281,0.834032445247956,1.47171691604964,1.47171691604964,0.821246838681311,2.45533883187555,2.01251603042034
0,3,48,174.25,569,0,0,1,2,569,115.614494680851,10.5649651870812,114469,7520,0,1.38629436111989,3.89182029811063,5.1662135259147,6.3456363608286,0,0,0.693147180559945,1.09861228866811,6.3456363608286,4.75887357734693,2.4479802854827,11.6480680589125,8.9254543868264,1.09861228866811,3.87120101090789,5.16049104964063,6.34388043412633,6.34388043412633,4.7502613348906,2.35754335594486,11.648059322961,8.92532141694389,1.35356479763247,1.64103173962464,1.84749063707523,1.84749063707523,1.55819963440483,2.45513958441535,2.1888923401202
0,1,3,5,53,0,0,1,2,53,6.37266597510373,1.81928793217737,114652,3856,0,0.693147180559945,1.38629436111989,1.79175946922806,3.98898404656427,0,0,0.693147180559945,1.09861228866811,3.98898404656427,1.99777937418413,1.03648434674485,11.6496654545377,8.25764495820823,0,1.09861228866811,1.6094379124341,3.97029191355212,3.97029191355212,1.85201790245328,0.598445178475607,11.6496567325299,8.25738565573044,0.0940478276166991,0.475884995327111,1.37883962185791,1.37883962185791,0.616275802728712,2.45527671455871,2.11110803086395
0,4,21,110,367,0,0,1,4,367,70.3472479901051,7.4182952837115,114412,6468,0,1.6094379124341,3.09104245335832,4.70953020131233,5.90808293816893,0,0,0.693147180559945,1.6094379124341,5.90808293816893,4.26755877261283,2.13040734738956,11.6475699878354,8.77477681604399,1.38629436111989,3.04452243772342,4.70048036579242,5.90536184805457,5.90536184805457,4.25344366396233,2.00394928465308,11.6475612475316,8.774622220697,1.11334405395999,1.54766470898114,1.77586072601991,1.77586072601991,1.44772892871516,2.45509682312226,2.17186371665275
0,4,65,224,583,0,0,0,2,583,130.308153259488,8.7622680088078,114444,5507,0,1.6094379124341,4.18965474202643,5.41610040220442,6.36990098282823,0,0,0,1.09861228866811,6.36990098282823,4.87754687579736,2.27852475138105,11.6478496372267,8.61395685984855,1.38629436111989,4.17438726989564,5.41164605185504,6.36818718635049,6.36818718635049,4.86990205515468,2.1704547765532,11.6478408993669,8.61377528926248,1.42896758583062,1.68855330755176,1.85131484295153,1.85131484295153,1.58307382501436,2.45512083230944,2.15336269960283
0,3,11,62,207,0,0,1,3,207,42.2570267524551,4.73129528154305,114423,5906,0,1.38629436111989,2.484906649788,4.14313472639153,5.33753807970132,0,0,0.693147180559945,1.38629436111989,5.33753807970132,3.76715968844621,1.74594155780592,11.6476661261347,8.68389336730724,1.09861228866811,2.39789527279837,4.12713438504509,5.33271879326537,5.33271879326537,3.74377065364218,1.55419900889347,11.6476573866713,8.68372406230387,0.874591382923689,1.41758331264522,1.67386120066987,1.67386120066987,1.32009329969904,2.45510507710271,2.16145047609709
0,4,27,132.75,573,0,0,1,4,573,98.0541571319603,10.0063175002621,114444,7866,0,1.6094379124341,3.3322045101752,4.89597238577612,6.35262939631957,0,0,0.693147180559945,1.6094379124341,6.35262939631957,4.59566674229878,2.39846942614644,11.6478496372267,8.97043207432924,1.38629436111989,3.29583686600433,4.88846766012205,6.35088571671474,6.35088571671474,4.58551994982579,2.30321664355022,11.6478408993669,8.97030495299176,1.19266011628481,1.58687889244044,1.84859428612496,1.84859428612496,1.52290350164,2.45512083230944,2.19391967248187
0,5,79,258,769,0,0,0,2,769,161.786985439511,10.1057520512064,115298,5563,0,1.79175946922806,4.38202663467388,5.55682806169954,6.64639051484773,0,0,0,1.09861228866811,6.64639051484773,5.09244250835516,2.40746317690897,11.6552840331927,8.62407255304333,1.6094379124341,4.36944785246702,5.55295958492162,6.64509096950564,6.64509096950564,5.08628056529227,2.31310477175837,11.6552753600529,8.62389281007529,1.47463665157484,1.71433104417097,1.89387838198958,1.89387838198958,1.62654682971207,2.4557588981248,2.15453658483097
0,3,18,91,304,0,0,1,3,304,56.6738120757414,5.52199966806139,114479,5598,0,1.38629436111989,2.94443897916644,4.52178857704904,5.72031177660741,0,0,0.693147180559945,1.38629436111989,5.72031177660741,4.05480320698149,1.87518102647191,11.6481554142303,8.63034328934889,1.09861228866811,2.89037175789616,4.51085950651685,5.71702770140622,5.71702770140622,4.03731223588705,1.70874005339593,11.6481466790419,8.6301646700754,1.06138512980168,1.50648771329857,1.7434490377146,1.7434490377146,1.39557918242393,2.45514708401257,2.15526358603443
0,5,34,72,166,0,0,0,0,166,44.6557692307692,2.24886999522839,115265,2600,0,1.79175946922806,3.55534806148941,4.29045944114839,5.11799381241676,0,0,0,0,5.11799381241676,3.8211299787002,1.17830724210627,11.6549977798565,7.86365126544865,1.6094379124341,3.52636052461616,4.27666611901606,5.11198778835654,5.11198778835654,3.79898350907122,0.810427865716503,11.6549891042337,7.86326672400957,1.26026632622924,1.45317376190395,1.63158832825324,1.63158832825324,1.33473353333563,2.4557343376296,2.06220213383932
0,8,29,68,201,0,1,3,9,201,43.879716441802,11.3422765972669,41931,4373,0,2.19722457733622,3.40119738166216,4.23410650459726,5.30826769740121,0,0.693147180559945,1.38629436111989,2.30258509299405,5.30826769740121,3.80398594305281,2.51303049070487,10.6438045375725,8.38343320123671,2.07944154167984,3.36729582998647,4.21950770517611,5.30330490805908,5.30330490805908,3.78145217325766,2.4285370362868,10.643780689153,8.38320455141292,1.21410999791318,1.43971846370169,1.66833019377893,1.66833019377893,1.3301081086755,2.3649757487274,2.12623024609916
0,10,64,118,256,0,0,2,6,256,75.1776672694394,13.7827413587604,41950,4424,0,2.39789527279837,4.17438726989564,4.77912349311153,5.54907608489522,0,0,1.09861228866811,1.94591014905531,5.54907608489522,4.33306833928258,2.69346037590988,10.6442575495135,8.39502555744203,2.30258509299405,4.15888308335967,4.77068462446567,5.54517744447956,5.54517744447956,4.31985420904915,2.62341718330083,10.6442337118954,8.39479954320217,1.42524654864639,1.56248982174286,1.71292862109817,1.71292862109817,1.46322165378126,2.36501831002352,2.12761241212675
0,7,29,71,132,0,1,3,8,132,39.2264705882353,11.0464672487,41922,5100,0,2.07944154167984,3.40119738166216,4.27666611901606,4.89034912822175,0,0.693147180559945,1.38629436111989,2.19722457733622,4.89034912822175,3.69452525127134,2.48877144257091,10.6435898813198,8.53719187792293,1.94591014905531,3.36729582998647,4.26267987704132,4.88280192258637,4.88280192258637,3.66935178901219,2.4021106708469,10.6435660277805,8.53699581871242,1.21410999791318,1.44989804161164,1.58571921956013,1.58571921956013,1.30001502221922,2.36495558074917,2.14440916824387
0,5,17,75,328,0,1,2,6,328,56.3239729589184,9.85953368616793,41946,3846,0,1.79175946922806,2.89037175789616,4.33073334028633,5.79605775076537,0,0.693147180559945,1.09861228866811,1.94591014905531,5.79605775076537,4.04871891247215,2.38504337492533,10.6441621956313,8.2550489027523,1.6094379124341,2.83321334405622,4.31748811353631,5.79301360838414,5.79301360838414,4.03112025195621,2.28843887400408,10.64413835574,8.25478892614873,1.04141152477478,1.46267377794546,1.75665264121999,1.75665264121999,1.39404431548273,2.36500935150335,2.11079350783244
0,9,53,107,365,0,0,1,4,365,76.4887536385287,11.5971442779001,42231,3779,0,2.30258509299405,3.98898404656427,4.68213122712422,5.90263333340137,0,0,0.693147180559945,1.6094379124341,5.90263333340137,4.35013281148763,2.53347014365856,10.6509335065035,8.23747928861363,2.19722457733622,3.97029191355212,4.67282883446191,5.89989735358249,5.89989735358249,4.33714371876421,2.45075888486468,10.6509098274961,8.23721470334949,1.37883962185791,1.54176463442812,1.77493495306245,1.77493495306245,1.46721600213315,2.36564531831835,2.10866226534109
0,5,25,58,183,0,0,2,6,183,39.2325519445924,8.65030162855576,41939,3754,0,1.79175946922806,3.25809653802148,4.07753744390572,5.21493575760899,0,0,1.09861228866811,1.94591014905531,5.21493575760899,3.69467641781991,2.26698917170757,10.6439953044559,8.23084356419824,1.6094379124341,3.2188758248682,4.06044301054642,5.20948615284142,5.20948615284142,3.6695068089493,2.1575941906891,10.6439714605856,8.23057721714645,1.16903217588706,1.40129208355907,1.65048122380753,1.65048122380753,1.30005726855359,2.36499367184405,2.10785614797034
0,6,16,38,88,0,0,0,2,88,23.1948051948052,3.72543655136318,42034,1771,0,1.94591014905531,2.83321334405622,3.66356164612965,4.48863636973214,0,0,0,1.09861228866811,4.48863636973214,3.1861379487479,1.55295994850074,10.6462578835694,7.47986413116503,1.79175946922806,2.77258872223978,3.63758615972639,4.47733681447821,4.47733681447821,3.14392833958276,1.31518403996155,10.6462340935874,7.47929963778283,1.01978144053823,1.29132031873981,1.49902840861089,1.49902840861089,1.14547308155363,2.36520622338608,2.01213915629025
0,2,4,11,50,0,0,1,2,50,8.53617443012884,2.18894822160771,41948,1009,0,1.09861228866811,1.6094379124341,2.484906649788,3.93182563272433,0,0,0.693147180559945,1.09861228866811,3.93182563272433,2.25509240190579,1.15969115133534,10.644209873709,6.91770560983531,0.693147180559945,1.38629436111989,2.39789527279837,3.91202300542815,3.91202300542815,2.14431294843556,0.783421164358595,10.6441860349543,6.91671502035361,0.326634259978281,0.874591382923689,1.36405463288845,1.36405463288845,0.762819197312131,2.36501383088025,1.93394094887866
0,2,7,162,526,0,0,1,2,526,97.8277727682597,7.5506475540821,41927,2218,0,1.09861228866811,2.07944154167984,5.09375020080676,6.26720054854136,0,0,0.693147180559945,1.09861228866811,6.26720054854136,4.59337866614569,2.14600701740029,10.643709140482,7.70481192293259,0.693147180559945,1.94591014905531,5.08759633523238,6.26530121273771,6.26530121273771,4.58320851186304,2.0216333283356,10.6436852897874,7.70436116791031,0.665729810578276,1.62680548626165,1.83502666584157,1.83502666584157,1.52239930129829,2.36496678576621,2.04178655396684
0,1,3,4,17,0,0,1,3,17,3.17706821480406,1.76965823177276,41929,1378,0,0.693147180559945,1.38629436111989,1.6094379124341,2.89037175789616,0,0,0.693147180559945,1.38629436111989,2.89037175789616,1.42960961643365,1.01872393055556,10.6437568401648,7.2291138777933,0,1.09861228866811,1.38629436111989,2.83321334405622,2.83321334405622,1.1559588265092,0.570786438547659,10.6437329906078,7.2283884515736,0.0940478276166991,0.326634259978281,1.04141152477478,1.04141152477478,0.144930152409307,2.36497126736373,1.97801611389431
0,2,5,13,127,0,0,1,2,127,17.2008469449486,2.56655562958028,52535,1653,0,1.09861228866811,1.79175946922806,2.63905732961526,4.85203026391962,0,0,0.693147180559945,1.09861228866811,4.85203026391962,2.90146812843674,1.27160032042176,10.8692539278708,7.41095187558364,0.693147180559945,1.6094379124341,2.56494935746154,4.84418708645859,4.84418708645859,2.84495862359249,0.942564778053247,10.8692348931229,7.41034709782102,0.475884995327111,0.941938734748111,1.57777944725274,1.57777944725274,1.04554852391981,2.38593631163862,2.00287728002216
0,7,45.5,196,1218,0,1,3,7,1218,148.394933127572,28.5358909948999,52548,7776,0,2.07944154167984,3.83945231259331,5.28320372873799,7.10578612948127,0,0.693147180559945,1.38629436111989,2.07944154167984,7.10578612948127,5.00659335731484,3.38560616772926,10.8695013466283,8.95892593869494,1.94591014905531,3.81771232595691,5.27811465923052,7.10496544826984,7.10496544826984,4.99987718680518,3.3511626281341,10.8694823165894,8.95879734614027,1.33965137567514,1.66356896183731,1.96079389852103,1.96079389852103,1.60941334949347,2.38595907503024,2.19263599321676
0,2,4,9,33,0,1,2,4,33,6.32131147540984,2.82411401425178,52625,2745,0,1.09861228866811,1.6094379124341,2.30258509299405,3.52636052461616,0,0.693147180559945,1.09861228866811,1.6094379124341,3.52636052461616,1.99078947523275,1.34132681018709,10.8709655731794,7.91790058632792,0.693147180559945,1.38629436111989,2.19722457733622,3.49650756146648,3.49650756146648,1.84392669856308,1.03819469213463,10.8709465709847,7.91753635394363,0.326634259978281,0.787195008176644,1.25176463074102,1.25176463074102,0.611897373022757,2.38609377838913,2.06908009101388
0,8,23,110,621,0,1,4,10,621,73.5614538498326,15.523071946416,52553,6273,0,2.19722457733622,3.17805383034795,4.70953020131233,6.43294009273918,0,0.693147180559945,1.6094379124341,2.39789527279837,6.43294009273918,4.31162366924615,2.80475770397857,10.8695964913911,8.74416938875062,2.07944154167984,3.13549421592915,4.70048036579242,6.43133108193348,6.43133108193348,4.29812116367666,2.74232742986034,10.8695774631628,8.74400998809674,1.14278680629477,1.54766470898114,1.86118152801284,1.86118152801284,1.45817798853415,2.38596782854344,2.16836889315363
0,8,39,169,672,0,0,2,7,672,111.997563098346,17.6430502770057,52887,5745,0,2.19722457733622,3.68887945411394,5.13579843705026,6.51174532964473,0,0,1.09861228866811,2.07944154167984,6.51174532964473,4.72736625297844,2.9254734373399,10.8759317490134,8.65625923953924,2.07944154167984,3.66356164612965,5.12989871492307,6.51025834052315,6.51025834052315,4.71847711300791,2.87034195382762,10.8759128409539,8.65608519028286,1.29843580158963,1.63508591530806,1.87337913907721,1.87337913907721,1.55148610198702,2.38655051285009,2.15826256381665
0,5,14,59,219,0,1,3,7,219,40.0216350416741,9.57558161672315,52526,5639,0,1.79175946922806,2.70805020110221,4.0943445622221,5.39362754635236,0,0.693147180559945,1.38629436111989,2.07944154167984,5.39362754635236,3.71409961147136,2.35854772263726,10.8690826020944,8.6376393444921,1.6094379124341,2.63905732961526,4.07753744390572,5.3890717298165,5.3890717298165,3.68942018393506,2.25921627648282,10.869063564085,8.63746202380718,0.970421781277365,1.40549323852561,1.68437314927593,1.68437314927593,1.30546931398104,2.38592054876388,2.15610879241925
0,7,24,147,851,0,2,4,9,851,98.541883073645,20.4508867282267,53173,7509,0,2.07944154167984,3.2188758248682,4.99721227376412,6.74758652682932,0,1.09861228866811,1.6094379124341,2.30258509299405,6.74758652682932,4.60057849100961,3.06576598383085,10.8813248340618,8.92399074475818,1.94591014905531,3.17805383034795,4.99043258677874,6.74641212857337,6.74641212857337,4.59048166667186,3.01802624234224,10.8813060277015,8.92385758009989,1.15626900640655,1.60752259674322,1.90901082706118,1.90901082706118,1.52398495683956,2.38704627353445,2.18872831724301
0,7,44.5,211,1557,0,0,2,6,1557,160.129922644163,22.3423971990181,52553,5688,0,2.07944154167984,3.81771232595691,5.35658627467201,7.35115822643069,0,0,1.09861228866811,1.94591014905531,7.35115822643069,5.08221101250197,3.15027132934003,10.8695964913911,8.64628976475065,1.94591014905531,3.79548918917219,5.35185813347607,7.350516171834,7.350516171834,5.07598550225279,3.10648609312231,10.8695774631628,8.64611397148308,1.33381330614292,1.67744381527656,1.99477053821932,1.99477053821932,1.62452069371189,2.38596782854344,2.15710996814827
0,6,18,100,489,0,1,3,7,489,64.5189800613497,11.4869852480492,52671,5216,0,1.94591014905531,2.94443897916644,4.61512051684126,6.19440539110467,0,0.693147180559945,1.38629436111989,2.07944154167984,6.19440539110467,4.18233987259443,2.52468692174761,10.8718392840367,8.55967780302239,1.79175946922806,2.89037175789616,4.60517018598809,6.19236248947487,6.19236248947487,4.16695944503147,2.44121467693237,10.8718202984373,8.55948610360649,1.06138512980168,1.5271796258079,1.82331667615579,1.82331667615579,1.4271866199791,2.38617414787093,2.14704015372609
