min.log.penalty,max.log.penalty
10.82316,Inf
7.221937,Inf
7.677333,Inf
11.07309,Inf
7.506546,Inf
7.255004,Inf
6.214131,6.331151
7.361859,Inf
9.270665,Inf
7.386624,Inf
9.099427,Inf
11.19982,Inf
7.397959,Inf
8.837839,Inf
9.39534,Inf
6.229507,Inf
7.060753,Inf
10.01851,Inf
7.54783,Inf
7.639847,Inf
6.212485,6.417859
6.690462,Inf
7.189826,Inf
9.760892,Inf
9.596332,Inf
11.90037,Inf
8.630586,Inf
9.640993,Inf
9.015023,Inf
6.660096,Inf
7.303426,Inf
10.18442,Inf
7.661705,Inf
8.125358,Inf
6.266658,6.84541
11.11118,Inf
6.760767,Inf
6.521301,Inf
9.915296,Inf
11.69419,Inf
8.933812,Inf
8.590171,Inf
9.305633,Inf
6.230708,Inf
6.98089,Inf
9.832644,Inf
9.170016,Inf
6.536866,Inf
9.398395,Inf
11.1409,Inf
7.524173,Inf
6.450258,Inf
9.902742,Inf
11.92977,Inf
8.941907,Inf
8.986935,Inf
9.318237,Inf
6.825573,Inf
7.451245,Inf
9.410412,Inf
9.14821,Inf
6.225139,Inf
5.928583,6.602805
11.3501,Inf
10.6607,Inf
9.97326,Inf
10.35569,Inf
11.96011,Inf
8.985624,Inf
9.150706,Inf
9.706491,Inf
7.009395,Inf
7.650631,Inf
9.359154,Inf
7.094791,Inf
6.786895,Inf
11.06074,Inf
7.076045,Inf
10.97058,Inf
6.597313,Inf
11.01435,Inf
12.07523,12.17191
9.258983,Inf
8.063425,Inf
10.95737,Inf
7.525561,Inf
7.052414,Inf
10.08161,Inf
6.933624,Inf
6.493333,Inf
6.156875,6.825456
11.13253,Inf
6.970012,Inf
9.656311,Inf
8.452244,Inf
11.7197,Inf
8.390646,Inf
8.181759,Inf
8.791209,Inf
6.215934,Inf
7.030199,Inf
8.638359,Inf
6.768396,Inf
8.245654,Inf
9.007809,Inf
11.09806,Inf
10.07427,Inf
9.630285,Inf
8.556075,Inf
11.90297,11.92883
8.391831,Inf
8.785849,Inf
8.863688,Inf
7.879499,Inf
7.169912,Inf
9.524986,Inf
9.0972,Inf
6.405279,Inf
9.104558,Inf
11.6042,Inf
10.38839,Inf
6.957284,Inf
10.01737,Inf
12.31664,Inf
9.00788,Inf
10.86019,Inf
9.634996,Inf
7.242515,Inf
7.440404,Inf
10.89318,Inf
6.778227,Inf
7.020847,Inf
9.009545,Inf
11.62096,Inf
10.70045,Inf
7.528339,Inf
10.49314,Inf
12.17315,Inf
9.165624,Inf
9.163033,Inf
9.88574,Inf
7.242853,Inf
7.057047,Inf
11.03734,Inf
6.561033,Inf
6.531071,Inf
6.076096,6.394156
9.300372,Inf
7.228108,Inf
7.586513,Inf
11.30582,Inf
12.10311,12.31791
9.53265,Inf
10.29641,Inf
10.85227,Inf
6.635913,Inf
7.418798,Inf
10.53143,Inf
6.556024,Inf
6.604387,Inf
6.579745,7.345274
6.997631,Inf
10.11697,Inf
6.741086,Inf
9.714025,Inf
11.49441,Inf
8.533407,Inf
8.397356,Inf
8.756592,Inf
6.54145,Inf
7.349034,Inf
9.339574,Inf
6.42253,Inf
6.913501,Inf
6.181148,6.36356
8.101799,Inf
7.929572,Inf
6.823157,Inf
10.66541,Inf
11.98934,Inf
9.164474,Inf
9.616615,Inf
10.0821,Inf
6.303869,Inf
7.308884,Inf
9.661187,Inf
7.276873,Inf
6.412554,Inf
10.43759,Inf
6.452542,Inf
7.015999,Inf
6.102007,Inf
9.653737,Inf
11.65736,11.75044
8.478996,Inf
8.767102,Inf
9.275277,Inf
6.373053,Inf
7.165321,Inf
9.545622,Inf
6.601882,Inf
6.662662,Inf
6.772911,9.345883
6.8219,8.640989
6.540416,9.383877
6.094455,7.849
7.908374,8.796678
6.674679,10.22887
7.47747,10.04572
6.95617,8.834985
5.898461,Inf
6.334565,8.474337
7.977564,8.913298
7.19297,9.210401
6.699115,9.891971
6.455147,10.03089
8.487044,10.16589
8.022152,10.86012
7.787171,10.27069
7.317447,8.782127
6.074866,Inf
7.481325,10.32853
8.321961,9.128034
7.075512,7.929203
6.470922,9.745479
6.895596,10.31179
9.381563,10.46613
8.248101,11.43789
7.643077,10.46389
7.941259,10.26152
6.436269,Inf
6.607162,10.77982
6.933745,10.07138
9.462503,Inf
7.386768,9.737404
5.901704,9.309889
7.903101,8.746391
6.845321,10.32251
7.572159,10.26409
7.353985,9.58892
5.714937,Inf
6.626597,9.058604
6.632481,9.112494
7.700908,8.712274
6.409354,9.202688
6.077224,8.844787
7.701699,9.092594
6.814398,10.07856
7.708637,9.680881
7.018275,7.790195
6.354983,Inf
6.88352,9.165567
6.968596,9.600067
8.648415,Inf
5.896424,8.722799
5.875589,8.973825
7.848176,8.602005
6.379051,9.976948
7.022255,10.04622
7.208588,7.258928
6.79776,Inf
6.015629,6.571221
7.990263,8.95364
7.26413,9.18725
6.160242,9.413578
6.042855,8.026785
8.416244,8.999897
7.341759,10.45556
7.183892,9.934371
7.925501,7.967257
5.612633,Inf
6.941531,9.502007
6.354219,8.550149
8.160581,Inf
5.942583,8.705027
5.615296,7.309668
7.433331,8.368711
6.730263,10.01614
6.983523,9.326698
6.091077,8.638024
5.912622,Inf
6.718857,9.192101
8.293571,10.41613
8.298219,9.499759
7.09,10.37789
6.314967,10.25789
8.357926,10.16881
7.709989,11.17804
7.9788,11.19268
8.509682,8.775598
6.552625,Inf
7.460343,10.30246
7.542981,8.796698
6.764134,8.397034
6.544595,8.735208
6.187604,9.072005
8.770524,9.304185
7.393333,10.57017
7.205442,9.956956
6.771784,8.139758
5.660713,Inf
6.680452,9.336683
7.359802,9.212618
7.21342,8.364654
6.366038,9.513306
6.006826,8.151017
7.940119,8.473652
7.28276,10.5119
6.908789,9.491306
6.943215,8.711601
5.594019,Inf
6.355443,8.651039
7.152456,8.209809
6.952448,8.6549
6.345736,9.411269
5.982712,7.867302
7.670613,7.873512
7.301849,10.66712
7.578495,9.685012
8.070205,8.113834
5.705317,Inf
6.510323,9.178605
9.329236,13.7549
8.610421,11.66649
8.796347,10.29006
8.734372,10.22112
8.723557,8.810143
9.399736,12.98741
8.868293,11.01637
9.591934,9.891534
6.580855,Inf
8.386143,12.11711
7.773224,9.456347
7.627253,9.180724
5.985866,9.473151
6.453432,8.421218
8.232953,9.556439
8.28732,11.19653
7.569844,10.06143
7.70551,8.37701
6.191563,Inf
7.215448,9.965136
7.39742,8.785007
6.774171,8.621349
6.247167,9.305842
5.875486,8.063922
8.058968,9.046143
7.037113,10.436
7.60353,9.818491
7.098195,8.173186
5.528787,Inf
5.817703,8.986286
7.555707,8.53679
8.874851,Inf
5.93593,8.832412
6.036111,7.693412
8.660566,9.322366
7.520248,10.8942
7.397251,9.637008
7.36914,7.965088
5.876962,Inf
7.15783,9.345786
7.689583,9.347973
7.975932,10.79326
8.114415,8.961978
8.27521,9.492432
9.382226,12.31798
9.33084,10.41787
6.285873,9.915153
9.198577,9.933619
8.413666,10.58995
8.54138,11.47436
8.932769,9.96664
8.881978,10.94428
9.761229,12.11103
9.625342,11.84366
9.528629,9.784025
9.376633,11.1731
8.123497,9.828295
8.065243,11.10969
8.19562,9.864839
8.592655,10.55288
8.7211,10.99478
9.565912,11.6567
8.935129,10.29536
8.858765,11.10758
7.714466,10.05624
8.190277,11.06496
8.504858,9.780498
8.728636,10.42612
7.689375,7.846907
8.291871,10.91835
8.471388,9.47358
8.473772,10.35711
8.307694,10.76445
8.966814,11.54148
8.986204,10.43717
8.921991,10.70971
9.399243,11.43585
9.88637,12.20485
9.405051,10.78537
10.33983,11.37662
8.006524,10.14892
8.471807,11.19726
8.578363,9.690569
8.915584,10.39126
8.972744,11.27184
8.997803,12.01475
9.231659,10.59529
10.13637,11.30196
7.002285,7.950967
6.833803,9.386636
6.845971,7.513655
6.975374,8.060043
7.912347,9.467046
8.248855,10.52479
7.99819,9.51647
8.500729,10.23818
7.890796,9.64772
8.60003,10.9601
8.591943,9.783012
8.555186,10.47079
8.119355,9.912072
8.268632,10.83052
8.036072,9.551902
8.489172,10.17295
7.361494,9.266622
7.627412,10.18058
7.33487,8.738946
8.200989,9.597951
