quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.100%,log.log.bases,log.log.data
0,0,0,0,66,0.499281433225678,1.93541546762677,1412534,28430,0,0,0,0,4.20469261939097,0.404985948813468,1.07684899952317,14.1608965204568,10.2552353781383,4.18965474202643,-0.694585347775471,0.660322015386252,14.1608958125095,10.255200204645,1.43261833006792,2.65048434985982,2.32778491397103
0,0,0,0,66,0.181060573251878,0.685491256329658,114529760,946876,0,0,0,0,4.20469261939097,0.166412825698321,0.522057068096,18.5563452685822,13.7609244798889,4.18965474202643,-1.70892364485194,-0.377619535233022,18.5563452598509,13.7609234237849,1.43261833006792,2.92081179308905,2.62183293954017
0,0,0,0,47,0.200061090734041,0.804401875618262,7411926,66720,0,0,0,0,3.87120101090789,0.182372464443173,0.590229166020784,15.8186010174452,11.1082750249299,3.85014760171006,-1.60913250540537,-0.217656289387872,15.8186008825275,11.1082600370326,1.34811148567132,2.76118651863881,2.40768897905825
0,0,0,0,58,0.226483307161948,0.827135193626729,55753641,568652,0,0,0,0,4.07753744390572,0.204150974482694,0.602749272264492,17.836453293525,13.2510256852515,4.06044301054642,-1.4850840358392,-0.189787122558736,17.836453275589,13.2510239267083,1.40129208355907,2.88124429996491,2.5840748269339
0,0,0,0,48,0.215870836192876,0.67529679492667,74420414,740497,0,0,0,0,3.89182029811063,0.195460557666085,0.515990340581555,18.1252408573251,13.5150782118086,3.87120101090789,-1.53307503074821,-0.39260298855999,18.125240843888,13.5150768613651,1.35356479763247,2.8973054885911,2.60380586682767
0,0,0,0,31,0.214653399125776,0.626817727340811,17911885,178671,0,0,0,0,3.46573590279973,0.194458767886558,0.486625792053775,16.7009750727921,12.0933070016856,3.43398720448515,-1.53873064877063,-0.467099486607912,16.7009750169632,12.0933014048221,1.23372203634287,2.81546710196771,2.49265169640076
0,0,0,1,28,0.626257383328625,1.93402946786403,456603,11749,0,0,0,0.693147180559945,3.36729582998647,0.486281290928737,1.07637672325046,13.0315717734424,9.37160851957231,3.3322045101752,-0.467993836906254,0.659605633659613,13.0315695833585,9.37152340956757,1.20363410002467,2.56737484308078,2.23767566676689
0,0,0,0,37,0.208785533906825,0.673037062633948,17263265,165934,0,0,0,0,3.63758615972639,0.189616164587465,0.514640575156763,16.6640914493575,12.0193514243915,3.61091791264422,-1.5664477074292,-0.395954880075223,16.664091391431,12.0193453979172,1.28396200945433,2.81325618830699,2.48651746821621
0,0,0,0,36,0.214513923362417,0.646044286740826,61770424,612725,0,0,0,0,3.61091791264422,0.194343933669729,0.498375007567791,17.938935248011,13.3256731329366,3.58351893845611,-1.53938063194018,-0.436887222222988,17.9389352318221,13.3256715008844,1.2763452613426,2.88697350324286,2.58969236284479
0,0,0,0,38,0.227715232595989,0.699052484320682,66109631,692729,0,0,0,0,3.66356164612965,0.205154907552944,0.530070733513835,18.0068250128142,13.4483955918646,3.63758615972639,-1.47965941049523,-0.358029454701987,18.0068249976878,13.4483941482997,1.29132031873981,2.89075085256891,2.59885970474133
0,0,0,0,35,0.332939850150847,1.1008138528033,1413021,20771,0,0,0,0,3.58351893845611,0.287386916510687,0.742324818605632,14.1612412312553,9.94136120496421,3.55534806148941,-1.09979343549493,0.0960497724230861,14.161240523552,9.94131306207611,1.26845296605453,2.65050869202373,2.29669911074462
0,0,0,0,37,0.159787133973756,0.50753723693583,114508456,855638,0,0,0,0,3.63758615972639,0.148236483084097,0.410477350432431,18.556159238493,13.6596038371992,3.61091791264422,-1.83391276219699,-0.67818519748531,18.5561592297601,13.6596026684814,1.28396200945433,2.9208017678917,2.61444276649276
0,0,0,0,32,0.176742576434827,0.591062142206807,7411870,60664,0,0,0,0,3.49650756146648,0.162750092747095,0.464401807176671,15.8185934620265,11.013122204486,3.46573590279973,-1.73306097545623,-0.525834119545608,15.8185933271078,11.0131057203808,1.24292499185244,2.76118604100988,2.39908599273546
0,0,0,0,34,0.195622304524372,0.596097157385743,55748510,506510,0,0,0,0,3.55534806148941,0.178666806760804,0.467561372729752,17.8363612594276,13.1353013201053,3.52636052461616,-1.6315694965718,-0.51735160945452,17.8363612414899,13.1352993458126,1.26026632622924,2.88123914006372,2.57530321281406
0,0,0,0,59,0.194738844702551,1.00075624306329,74411261,621807,0,0,0,0,4.0943445622221,0.177927621502264,0.693525230621661,18.1251178593156,13.3403866423973,4.07753744390572,-1.63609587596144,0.000755957255590846,18.1251178458768,13.3403850341825,1.40549323852561,2.89729870256108,2.59079590320307
0,0,0,0,51,0.195454771414799,0.917775880150802,17903390,153496,0,0,0,0,3.95124371858143,0.178526674841567,0.651166118825944,16.70050069421,11.9414363018445,3.93182563272433,-1.63242627458375,-0.0858020574377682,16.7005006383547,11.9414297870379,1.36910385560587,2.81543869731796,2.4800138484534
0,0,0,1,57,0.822562943198323,3.14653492303463,456483,13371,0,0,0,0.693147180559945,4.06044301054642,0.60024372103863,1.42227302716586,13.0313089291149,9.50091824753999,4.04305126783455,-0.195330272585737,1.14630182293315,13.0313067384552,9.50084346161467,1.39699967121997,2.56735467301973,2.25138058009842
0,0,0,0,56,0.174628370718795,0.971012276086112,17263306,128982,0,0,0,0,4.04305126783455,0.160951817329655,0.678547256505379,16.6640938243398,11.7674358917139,4.02535169073515,-1.7450951589783,-0.0294161680455896,16.6640937664135,11.7674281387242,1.39261228363358,2.81325633082795,2.46533538751643
0,0,0,0,62,0.187943930743882,0.960303566080646,61771178,502185,0,0,0,0,4.14313472639153,0.172224023483137,0.673099341903047,17.9389474544253,13.1267258479773,4.12713438504509,-1.67161160135883,-0.0405058298382358,17.9389474382366,13.1267238566813,1.41758331264522,2.88697418368515,2.57465014131458
0,0,0,0,60,0.209429706634327,1.05473403561403,66109098,592496,0,0,0,0,4.11087386417331,0.190148931672826,0.720146416513444,18.0068169504164,13.2921010886875,4.0943445622221,-1.56336712511421,0.0532886362017012,18.0068169352899,13.2920994009138,1.40960664642895,2.89075040482758,2.5871698287155
0,0,0,0,60,0.454866453679548,1.97731398385187,1412918,25518,0,0,0,0,4.11087386417331,0.374914111998327,1.0910215463585,14.1611683351828,10.147178551738,4.0943445622221,-0.787751411509803,0.68173934991499,14.1611676274279,10.1471393644817,1.40960664642895,2.65050354443009,2.31719182975291
0,0,0,0,59,0.112571886973931,0.679046966271761,114515705,570482,0,0,0,0,4.0943445622221,0.106674350475294,0.518226350468772,18.5562225418573,13.2542386494178,4.07753744390572,-2.18416326608442,-0.387064984048606,18.5562225331248,13.2542368965157,1.40549323852561,2.92080517933348,2.58431726709282
0,0,0,0,47,0.148248503961528,0.836161615619678,7411407,47998,0,0,0,0,3.87120101090789,0.138237741337246,0.607677314260887,15.8185309927173,10.7789354563397,3.85014760171006,-1.90886533247712,-0.178933364462129,15.8185308577901,10.7789146223553,1.34811148567132,2.76118209189508,2.37759187602921
0,0,0,0,59,0.15742234522637,0.829281330162573,55750243,384284,0,0,0,0,4.0943445622221,0.14619541637038,0.603923173962145,17.8363923449765,12.8591397437849,4.07753744390572,-1.84882298848546,-0.187195820545098,17.8363923270394,12.8591371415462,1.40549323852561,2.88124088288121,2.55405462025563
0,0,0,0,32,0.203971447764858,0.577674908487912,74419813,708323,0,0,0,0,3.49650756146648,0.185625632124422,0.455952186299769,18.1252327815515,13.4706568951151,3.46573590279973,-1.58977525687048,-0.548744010602065,18.1252327681142,13.4706554833308,1.24292499185244,2.89730504303699,2.6005136516979
0,0,0,0,33,0.202187388597585,0.553094167029459,17910855,169708,0,0,0,0,3.52636052461616,0.18414272129805,0.440249177891366,16.700917567423,12.0418404845833,3.49650756146648,-1.59856034527274,-0.592227007997232,16.7009175115909,12.0418345921265,1.25176463074102,2.81546365872734,2.48838680303416
0,0,0,0,26,0.379213998614819,1.32791400685719,506793,8249,0,0,0,0,3.29583686600433,0.321513770683511,0.844972590551715,13.1358598883693,9.01796847932873,3.25809653802148,-0.969654593104335,0.283609295085021,13.135857915179,9.01784725986073,1.18114314080946,2.57534573620662,2.19920564260337
0,0,0,0,29,0.197578121868656,0.570538560272933,17264948,159180,0,0,0,0,3.40119738166216,0.180301285643668,0.451418592559161,16.6641889348488,11.9777971985364,3.36729582998647,-1.62162121908638,-0.56117452165224,16.664188876928,11.9777909163598,1.21410999791318,2.81326203832362,2.48305417805124
0,0,0,0,39,0.201922030110551,0.565939255836497,61771769,582847,0,0,0,0,3.68887945411394,0.183921967212528,0.448485807439845,17.9389570219483,13.2756817109275,3.66356164612965,-1.5998736456458,-0.569268528382,17.9389570057597,13.2756799952128,1.29843580158963,2.88697471702305,2.58593378956096
0,0,0,0,31,0.211612217328798,0.601597134332015,66109803,651619,0,0,0,0,3.46573590279973,0.191951883752326,0.471001340323981,18.0068276145497,13.3872168489161,3.43398720448515,-1.552999842816,-0.508167269768731,18.0068275994233,13.3872153142782,1.23372203634287,2.89075099705498,2.59430017050785
0,0,0,0,34,0.30334794157083,0.894734491545114,1411076,19402,0,0,0,0,3.55534806148941,0.264936293632717,0.639078718715488,14.1598638005721,9.87318297227127,3.52636052461616,-1.19287481027425,-0.111228262210313,14.1598630918933,9.87313143252123,1.26026632622924,2.65041141956723,2.28981707085927
0,0,0,0,31,0.171996762644847,0.478703948856187,114505818,927583,0,0,0,0,3.46573590279973,0.158708928902581,0.391165993885513,18.5561362006279,13.7403386354006,3.43398720448515,-1.7602796241781,-0.736672933492595,18.5561361918947,13.7403375573305,1.23372203634287,2.92080052636972,2.62033585398373
0,0,0,0,25,0.185966257254836,0.532780230991448,7411608,64612,0,0,0,0,3.25809653802148,0.170557849289548,0.4270832308336,15.8185581127024,11.0761709079151,3.2188758248682,-1.6821900343346,-0.629646264439358,15.8185579777789,11.0761554310336,1.16903217588706,2.76118380633783,2.404794638348
0,0,0,0,26,0.19172612799251,0.529620900400752,55753606,501227,0,0,0,0,3.29583686600433,0.175402783849109,0.425019927186576,17.8364526657631,13.1248163663654,3.25809653802148,-1.6516873419608,-0.635593810635111,17.8364526478271,13.1248143712634,1.18114314080946,2.88124426476946,2.57450466523583
0,0,0,0,44,0.144024567246694,0.699251617186245,74413874,479703,0,0,0,0,3.80666248977032,0.134552367593016,0.530187928950054,18.1251529743513,13.0809245260003,3.78418963391826,-1.93777138807785,-0.357744634158738,18.125152960913,13.0809224413793,1.33083176460578,2.89730063992791,2.57115486658365
0,0,0,0,38,0.143722872627455,0.636378226563473,17901660,116819,0,0,0,0,3.66356164612965,0.134288619404969,0.492485401291278,16.700404059802,11.6683895675943,3.63758615972639,-1.93986832926989,-0.451962196549001,16.7004040039413,11.6683810073796,1.29132031873981,2.81543291098286,2.45688270551585
0,0,0,0,31,0.492180794318628,1.99207062171408,450877,8704,0,0,0,0,3.46573590279973,0.400238670257148,1.09596566334774,13.0189520719126,9.07165285220229,3.43398720448515,-0.708909161862413,0.689174611201685,13.0189498540152,9.07153796909572,1.23372203634287,2.56640597715389,2.20514181635597
0,0,0,0,48,0.140107311318501,0.774409628371354,17263603,106223,0,0,0,0,3.89182029811063,0.131122390711723,0.573467763868041,16.6641110283115,11.5733053509589,3.87120101090789,-1.96534664057328,-0.255654309766285,16.6641109703862,11.5732959368462,1.35356479763247,2.81325736322515,2.44870036985553
0,0,0,0,50,0.137719268848852,0.647727316321244,61768350,384078,0,0,0,0,3.93182563272433,0.129025617089577,0.499396954399399,17.9389016715087,12.8586035395772,3.91202300542815,-1.98253794949445,-0.434285479340685,17.9389016553192,12.8586009359428,1.36405463288845,2.88697163153008,2.55401292097385
0,0,0,0,44,0.151324795426657,0.710827897072836,66108320,448483,0,0,0,0,3.80666248977032,0.140913275360083,0.536977403686602,18.0068051819218,13.0136282853742,3.78418963391826,-1.88832678908597,-0.341324936042375,18.0068051667951,13.0136260556377,1.33083176460578,2.89074975126962,2.56599696665334
0,0,0,0,36,0.249363075355262,1.16324206341608,1413040,15021,0,0,0,0,3.61091791264422,0.222633881738944,0.771608051673794,14.1612546775231,9.61727107224596,3.58351893845611,-1.38884531060559,0.151210988952166,14.1612539698293,9.61720450099805,1.2763452613426,2.65050964153595,2.26355363003561
0,0,0,0,51,0.0999742930919034,0.482905412248112,114506186,527026,0,0,0,0,3.95124371858143,0.0952868096147927,0.394003279765044,18.5561394144332,13.1750070596077,3.93182563272433,-2.30284219512293,-0.727934478362358,18.5561394057001,13.1750051621699,1.36910385560587,2.92080069956337,2.5783214862429
0,0,0,0,46,0.11377942211257,0.641417812094053,7411305,37757,0,0,0,0,3.85014760171006,0.107759116614512,0.495560387923848,15.8185172300555,10.538952652755,3.8286413964891,-2.17349359866208,-0.444074221460016,15.8185170951265,10.5389261679506,1.34251001349688,2.76118122186045,2.35507565632432
0,0,0,0,39,0.129533186123688,0.617250514792422,55743630,326454,0,0,0,0,3.68887945411394,0.121804437745905,0.480727494255354,17.8362737196259,12.6960473927787,3.66356164612965,-2.04381816716905,-0.482480316747602,17.8362737016866,12.6960443295647,1.29843580158963,2.88123423211097,2.54129047483464
0,0,0,0,47,0.1466285070619,0.702196640454672,74420058,488497,0,0,0,0,3.87120101090789,0.136825903438361,0.531919558409776,18.1252360736801,13.0990906562908,3.85014760171006,-1.91985305371381,-0.353541799573304,18.1252360602428,13.0990886091974,1.34811148567132,2.89730522466932,2.57254265596988
0,0,0,0,38,0.144973625079471,0.644173712869934,17899580,117478,0,0,0,0,3.66356164612965,0.135381601875806,0.497237955814594,16.7002878627158,11.6740148731892,3.63758615972639,-1.93120344911029,-0.439786848769942,16.7002878068486,11.6740063609933,1.29132031873981,2.81542595321723,2.45736469166695
0,0,0,0,38,0.501292659921111,2.0288390549721,466480,9141,0,0,0,0,3.66356164612965,0.406326510275507,1.10817939592627,13.0529725696084,9.12063445889169,3.63758615972639,-0.690565196908223,0.707463735357473,13.052970425896,9.12052506765382,1.29132031873981,2.56901572671007,2.21052737563662
0,0,0,0,48,0.134051050610074,0.701151423111376,17263065,103062,0,0,0,0,3.89182029811063,0.125796222466941,0.531305329505394,16.6640798639971,11.5430957307153,3.87120101090789,-2.00953457688161,-0.355031405129763,16.6640798060699,11.5430860278651,1.35356479763247,2.81325549307766,2.44608664542187
0,0,0,0,50,0.143328215919103,0.689108505921087,61771431,396541,0,0,0,0,3.93182563272433,0.133943496627218,0.524200878462655,17.9389515501782,12.8905372413072,3.91202300542815,-1.94261806248998,-0.372356537173044,17.9389515339895,12.8905347195031,1.36405463288845,2.88697441200136,2.55649329937254
0,0,0,0,46,0.157542689256747,0.751269717624231,66109783,462888,0,0,0,0,3.85014760171006,0.146299386865565,0.560341077777277,18.0068273120226,13.0452425635052,3.8286413964891,-1.84805881454196,-0.285990547055545,18.0068272968963,13.0452404031577,1.34251001349688,2.89075098025429,2.56842334717762
0,0,0,0,48,0.293752724637517,1.39547447806075,1413032,17217,0,0,0,0,3.89182029811063,0.257547084029338,0.873581323166458,14.1612490159587,9.7537106272179,3.87120101090789,-1.22501693820502,0.333234485085147,14.1612483082609,9.75365254677647,1.35356479763247,2.650509241743,2.27764183503934
0,0,0,0,57,0.0971141325922483,0.507334038858883,114513889,508107,0,0,0,0,4.06044301054642,0.0926832165305093,0.410342553249622,18.5562066836448,13.13844930239,4.04305126783455,-2.33186836749669,-0.678585638574755,18.5562066749122,13.1384473343025,1.39699967121997,2.92080432472962,2.57554284277954
0,0,0,0,41,0.110802387802083,0.609036577970926,7411167,36931,0,0,0,0,3.73766961828337,0.105082626071966,0.475635601108545,15.8184986096821,10.5168336628925,3.71357206670431,-2.20000695434085,-0.495876950726278,15.8184984747506,10.5168065857362,1.3119942346184,2.76118004473451,2.35297460473801
0,0,0,0,48,0.124435548489874,0.599300615483713,55753682,314289,0,0,0,0,3.89182029811063,0.117281175069756,0.469566418360304,17.8364540289027,12.6580714055439,3.87120101090789,-2.08396737993364,-0.511991944514165,17.8364540109667,12.658068223764,1.35356479763247,2.88124434119382,2.53829481611296
0,0,0,0,47,0.10214274962575,0.751002174238464,74413407,322513,0,0,0,0,3.87120101090789,0.097256239207019,0.560188295015373,18.1251466986203,12.6839018251285,3.85014760171006,-2.28138393795904,-0.28634673209774,18.1251466851819,12.6838987244831,1.34811148567132,2.89730029368354,2.54033337213485
0,0,0,0,46,0.101641718719751,0.7083737428662,17877423,78288,0,0,0,0,3.85014760171006,0.0968015387389577,0.535541890437305,16.699049245742,11.268162386797,3.8286413964891,-2.2863012107976,-0.344783439166665,16.6990491898055,11.2681496135289,1.34251001349688,2.81535178305968,2.42198012766195
0,0,0,0,45,0.493210152860201,2.24943454212922,451262,8225,0,0,0,0,3.8286413964891,0.400928267432578,1.17848099416698,13.0198055970785,9.01505514879037,3.80666248977032,-0.706819922218102,0.810678870022286,13.0198033810734,9.01493357563357,1.33675281830092,2.56647153536635,2.19888248842332
0,0,0,0,53,0.0924882605992025,0.765731035759339,17263445,66710,0,0,0,0,3.98898404656427,0.0884579024829213,0.568564789200707,16.6641018760671,11.1081251358475,3.97029191355212,-2.38067355495888,-0.266924299153021,16.6641018181412,11.1081101457036,1.37883962185791,2.81325681400609,2.40767548528516
0,0,0,0,58,0.096891325032883,0.730393557753317,61769018,254620,0,0,0,0,4.07753744390572,0.0924801107822014,0.548348872668573,17.9389124860501,12.4475314440292,4.06044301054642,-2.33416528903746,-0.314171769902767,17.9389124698608,12.4475275166156,1.40129208355907,2.88697223438406,2.52152201014559
0,0,0,0,52,0.111394399247963,0.798077090319326,66107408,311401,0,0,0,0,3.97029191355212,0.105615442484389,0.586717810725027,18.0067913862864,12.648839960969,3.95124371858143,-2.19467822880344,-0.225550081788051,18.0067913711595,12.6488367496807,1.37403039481696,2.89074898513477,2.53756525439828
0,0,0,0,52,0.242977279579649,1.46001868547203,1412914,13453,0,0,0,0,3.97029191355212,0.217509533664533,0.90016894563576,14.1611655041601,9.50703173858555,3.95124371858143,-1.41478733968518,0.378449233906859,14.1611647964032,9.50695740848554,1.37403039481696,2.65050334451543,2.25202388935061
0,0,0,0,54,0.0538617727806795,0.495178038762682,114541941,269597,0,0,0,0,4.00733318523247,0.0524612961494905,0.402245289225427,18.5564516195619,12.5046872395951,3.98898404656427,-2.92133427753435,-0.702837906812686,18.5564516108315,12.5046835303619,1.38353657355811,2.92081752431868,2.52610325656128
0,0,0,0,45,0.069891129385614,0.650350919229019,7405947,21885,0,0,0,0,3.8286413964891,0.0675568950593677,0.500987943620279,15.817794019097,9.99360244197839,3.80666248977032,-2.66081654215,-0.430243186035977,15.8177938840704,9.99355674962499,1.33675281830092,2.76113550154516,2.30194056028996
0,0,0,0,48,0.081315498152764,0.636343657960522,55745179,195290,0,0,0,0,3.89182029811063,0.0781783537555361,0.492464275999138,17.8363015071677,12.1822460328536,3.87120101090789,-2.50941865141052,-0.452016518869344,17.836301489229,12.1822409122768,1.35356479763247,2.88123579003283,2.49997922830452
0,0,0,0,111,0.372427880174014,2.10321086505243,74409636,1049415,0,0,0,0,4.71849887129509,0.316581346699641,1.13243733837893,18.125096020985,13.8637443769262,4.70953020131233,-0.987711870178514,0.743465160382737,18.1250960075459,13.8637434240148,1.54958815810917,2.89729749769476,2.62927704560723
0,0,0,0,85,0.386182011285769,2.02247653535369,17908395,265770,0,0,0,0,4.45434729625351,0.326553213419831,1.10607654015283,16.7007802111206,12.490390314719,4.44265125649032,-0.951446488825088,0.704322768080335,16.7007801552809,12.4903865520742,1.49125132807321,2.81545543421664,2.52495927258365
0,0,0,1,91,1.28130363275867,5.72745939367552,502841,18294,0,0,0,0.693147180559945,4.52178857704904,0.824747048322677,1.90619756772936,13.1280312844292,9.81438307745331,4.51085950651685,0.247878022742568,1.74527204560856,13.128029295731,9.81432841621631,1.50648771329857,2.57474958533092,2.28384340116082
0,0,0,0,103,0.349827988118144,2.28605779883393,17263633,220089,0,0,0,0,4.64439089914137,0.299977168123421,1.18968860888033,16.66411276607,12.3017918325887,4.63472898822964,-1.05031370782555,0.826828848882356,16.6641127081447,12.3017872889826,1.53357772659197,2.81325746750665,2.50974455986955
0,0,0,0,120,0.35152853089635,1.91571721100072,61771666,844917,0,0,0,0,4.79579054559674,0.30123619705268,1.07011583104889,17.9389553545186,13.6469948602104,4.78749174278205,-1.04546440204578,0.650092075232264,17.9389553383299,13.6469936766629,1.56600662976001,2.88697462407284,2.61351925390589
0,0,0,0,105,0.402743847666252,2.12841978551878,66110157,1016315,0,0,0,0,4.66343909411207,0.338430209730399,1.14052801621029,18.006832969263,13.8316948823848,4.65396035015752,-0.909454532854884,0.755379819655701,18.0068329541368,13.8316938984384,1.53771854532458,2.89075129442622,2.62696261817938
0,0,0,1,89,0.77020319254036,3.66198913691946,1413044,37083,0,0,0,0.693147180559945,4.49980967033027,0.571094338042347,1.53944221047775,14.1612575082933,10.5209408887269,4.48863636973214,-0.261100912530252,1.29800647981413,14.1612568006015,10.5209139225559,1.50154895178096,2.65050984143152,2.35336507830384
0,0,0,0,124,0.212093858378899,1.36273099319359,114519813,988675,0,0,0,0,4.8283137373023,0.192349325555413,0.859818150502865,18.5562584140224,13.804121953291,4.82028156560504,-1.55072637408298,0.309490769474483,18.5562584052903,13.8041209418368,1.57283234245698,2.9208071124926,2.62496716655907
0,0,0,0,101,0.247650607741486,1.74892186094224,7411704,71055,0,0,0,0,4.62497281328427,0.221262269005026,1.01120878424011,15.8185710652715,11.1712235775319,4.61512051684126,-1.39573636591704,0.558999518618915,15.8185709303498,11.171209504026,1.5293379817723,2.76118462515871,2.41333988868964
0,0,0,0,95,0.313025191881393,1.79631316697202,55744983,679533,0,0,0,0,4.56434819146784,0.27233378164185,1.02830182345423,17.8362979911625,13.4291625481133,4.55387689160054,-1.16147160643668,0.585736323817573,17.8362979732237,13.4291610765155,1.51597893425036,2.88123559290644,2.59742854220396
0,0,0,0,41,0.0962964578252761,0.60176791915441,74381791,318078,0,0,0,0,3.73766961828337,0.0919376426662982,0.471107968709884,18.124721738669,12.6700550585822,3.71357206670431,-2.34032374356197,-0.507883424358652,18.1247217252248,12.6700519147042,1.3119942346184,2.89727684753183,2.53924109177566
0,0,0,0,36,0.0945187740354932,0.539993693570122,17864726,76229,0,0,0,0,3.61091791264422,0.0903147909040138,0.431778321332816,16.6983387680466,11.2415103649823,3.58351893845611,-2.35895679717187,-0.616197818065861,16.6983387120704,11.2414972467013,1.2763452613426,2.81530923615528,2.41961204259618
